,FINN-kode,Title,Address,Prisantydning,lat,lng,url,Omkostninger,Totalpris,Kommunale avg.,Boligtype,Eieform,Soverom,Primærrom,Bruksareal,Byggeår,Energimerking,Rom,Tomteareal,Bruttoareal,Eierskifte-forsikring,Formuesverdi,Søn.,,Tir.,Felleskost/mnd.,Etasje,Man.,Fellesgjeld,Ons.,Mobil,Fellesformue,Tomt,Tor.,Telefon,Fax,Renovert år,Festeavgift,Felleskost/mnd. etter avdragsfri periode,Pris med fellesgjeld,Verditakst,Sikringsordning,Grunnflate,Lør.,Låneverdi,Fre.,Solgtpris,Lånetakst,Utleiedel,price,area,price_per_m2,predicted_price,priceyness
331,176226782,Lys og innbydende 3-roms leilighet - Balkong - Oppvarming/V.V. inkl. - IN-ordning - Flott bakgård - Populært nabolag!,"Carl Jeppesens gate 20, 0481 Oslo",2850000.0,59.939335,10.772372,https://www.finn.no/realestate/homes/ad.html?finnkode=176226782,8032.0,4308694.0,,Leilighet,Andel,2,55.0,55.0,1931,E - mørkegrønn,3,228.0,61.0,Ja,874761.0,26. april,1630 - 1730,,10937.0,2,27. april,1450662.0,,,2650.0,,,,,,,,,,,,,,,,,,4308694.0,55.0,78339.89090909091,4273001.258457961,0.008318390779900042
332,176225768,"Praktfull 1-R leilighet - Fantastisk utsikt - To solrike balkonger - Varmtvann, fyring og kabel-TV/internett inkl.","Bentsegata 19, 0465 Oslo",3500000.0,59.93769,10.75934,https://www.finn.no/realestate/homes/ad.html?finnkode=176225768,15357.0,3638357.0,,Leilighet,Andel,,34.0,34.0,1933,F - lysegrønn,1,411.0,36.0,Ja,690540.0,,1600 - 1700,,3941.0,5,27. april,123000.0,,,9251.0,,,,,,,,,,,,,,,,,,3638357.0,34.0,107010.5,2903997.4371988825,0.22544399166764784
333,176224149,"Lys, romslig og gjennomgående 2-roms med super beliggenhet | Balkong | Peisovn | Tregulv | Idyllisk bakgård | Lave omk.","Fjellgata 55, 0566 Oslo",3800000.0,59.92672,10.773211,https://www.finn.no/realestate/homes/ad.html?finnkode=176224149,19998.0,3964260.0,,Leilighet,Aksje,1,54.0,54.0,1932,F - rød,2,200.0,60.0,,979025.0,26. april,1700 - 1800,,4063.0,1,27. april,144262.0,,,18208.0,,,,,,,,,,,,,,,,,,3964260.0,54.0,73412.22222222222,4207810.600302766,-0.05962326035909271
334,176223943,"Flytt rett inn i en oppgradert og særdeles fin 2-roms selveier, med rolig beliggenhet få meter fra Bogstadveien.","Industrigata 55 A, 0357 Oslo",3690000.0,59.927364,10.723543,https://www.finn.no/realestate/homes/ad.html?finnkode=176223943,107742.0,3956316.0,,Leilighet,Eier (Selveier),1,40.0,40.0,1881,G - oransje,2,406.0,48.0,Ja,965286.0,26. april,1300 - 1400,,2574.0,1,,158574.0,,,13768.0,,,,,,,,,,,,,,,,,,3956316.0,40.0,98907.9,3295141.3861300475,0.18286421290584265
335,176269648,Praktfull funkiseiendom med drømmeutsikt og 360 solforhold | Integrert dobbelgarasje |Flott hage |Etterspurt beliggenhet,"Skogfaret 3A, 0382 Oslo",19500000.0,59.9277,10.6407,https://www.finn.no/realestate/homes/ad.html?finnkode=176269648,488842.0,19988842.0,19102.0,Enebolig,Eier (Selveier),5,205.0,245.0,2011,,7,393.0,271.0,,3725414.0,26. april,17:30 - 18:30,28. april,,3,,,,959 94 303,,,,,,,,,,,,,,,,,,,19988842.0,245.0,81587.11020408163,16659226.307944857,0.18221002230890804
336,176223672,Lys 3-r i høy 1.etg med solrik balkong - svært god beliggenhet i blindvei sentralt på Kalbakken - Gode kollektivtilbud.,"Martin Skatvedts vei 7, 0950 Oslo",2990000.0,59.950436,10.862896,https://www.finn.no/realestate/homes/ad.html?finnkode=176223672,8010.0,3299010.0,,Leilighet,Andel,2,64.0,64.0,1954,E - rød,3,31353.0,72.0,,730821.0,,1630 - 1800,,3601.0,1,27. april,301000.0,,,41560.0,,,,,,,,,,,,,,,,,,3299010.0,64.0,51547.03125,4859717.181854708,-0.3873578197216787
337,173052748,"Sagene/Mølla. Unikt og velholdt enderekkehus med solrik terrasse, balkong, p-plass og nyere bad. Rolig og tilbaketrukket","Maridalsveien 72D, 0458 Oslo",10500000.0,59.931255,10.754054,https://www.finn.no/realestate/homes/ad.html?finnkode=173052748,274070.0,10774070.0,12502.0,Rekkehus,Eier (Selveier),3,114.0,114.0,1984,F - oransje,5,73.0,130.0,Ja,2433326.0,26. april,1830 - 1930,,,,27. april,,,,,,,,,,,,,,,,,,,,,,10774070.0,114.0,94509.38596491228,8119250.089614417,0.28290452494696083
338,176216793,Iladalen - Tiltalende & lekker 2-R med sydvendt balk. | bad 2013 | rolig beliggenhet |varmtv./TV & internett inkl,"Søren Jaabæks gate 8 E, 0460 Oslo",4060000.0,59.93312,10.753385,https://www.finn.no/realestate/homes/ad.html?finnkode=176216793,8060.0,4289060.0,,Leilighet,Andel,1,55.0,55.0,1938,F - rød,2,6067.0,61.0,Ja,1046318.0,26. april,1700 - 1800,,4446.0,2,27. april,221000.0,,,3650.0,,,,,,,,,,,,,,,,,,4289060.0,55.0,77982.90909090909,4273001.258457961,0.0037511435360251255
339,170908998,"Klassisk hjørneleilighet på 224 kvm i 5. etasje med heis, svenskeovn, peis og balkong med sjøutsikt","Elisenbergveien 5, 0265 Oslo",17400000.0,59.918148,10.701771,https://www.finn.no/realestate/homes/ad.html?finnkode=170908998,452112.0,18075389.0,,Leilighet,Eier (Selveier),3,222.0,224.0,1899,F - rød,6,891.0,,Ja,3598272.0,26. april,1230 - 1330,,6220.0,5,,223277.0,,,8662.0,,,,,,,,,,,,,,,,,,18075389.0,224.0,80693.70089285714,15290222.486685779,0.1673377182926039
340,172520968,Attraktiv og romslig 3-r leil. på 98 kvm p-rom - Terrasse på 21 kvm - Garasjeplass med El-lader - Rekkehusfølelse,"Holmenkollveien 74D, 0784 Oslo",6300000.0,59.953598,10.665941,https://www.finn.no/realestate/homes/ad.html?finnkode=172520968,175730.0,6610483.0,,Leilighet,Eier (Selveier),2,98.0,100.0,1980,G - rød,3,31552.0,110.0,,1600892.0,26. april,1400 - 1500,,4388.0,,,134753.0,,,46126.0,,,,,,,,,,,,,,,,,,6610483.0,100.0,66104.83,7206580.875441699,-0.086337896748379
341,172488681,Velholdt og arealeffektiv 1(2)-roms med balkong / Sentrale omgivelser / Supert kollektivtilbud / Lave kjøpsomkostninger,"Bjørn Stallares vei 15, 0574 Oslo",3050000.0,59.932423,10.780331,https://www.finn.no/realestate/homes/ad.html?finnkode=172488681,8309.0,3267965.0,,Leilighet,Andel,,37.0,38.0,1935,E - mørkegrønn,,1894.0,42.0,,724490.0,26. april,1300 - 1500,,4016.0,2,,209656.0,,,25262.0,,,,,,,,,,,,,,,,,,3267965.0,38.0,85999.07894736843,3164760.069819659,0.032090221627427695
342,172674574,Pen og arealeffektiv hjørneleilighet med moderne kjøkken og bad - Meget sentral beliggenhet på populære Grünerløkka,"Christies gate 34E, 0557 Oslo",2950000.0,59.9294,10.7647,https://www.finn.no/realestate/homes/ad.html?finnkode=172674574,5010.0,3148615.0,,Leilighet,Aksje,1,34.0,37.0,1929,,2,780.0,37.0,,694382.0,26. april,16:00 - 17:00,,3050.0,,,193605.0,,,27444.0,,,,,,,,,,,,,,,,,,3148615.0,37.0,85097.7027027027,3099569.411664465,0.015699471228547424
343,176207259,"Enderekkehus over 3 plan. Solrik flott hage og utsikt. Garasjeplass. Peis. Kort vei til skoler, barnehager og marka.","Kløfterhagen 37 F, 1067 Oslo",4600000.0,59.93354,10.890964,https://www.finn.no/realestate/homes/ad.html?finnkode=176207259,15385.0,4830385.0,,Rekkehus,Andel,3,95.0,98.0,1977,F - rød,4,59056.0,112.0,Ja,1166827.0,26. april,1600 - 1700,28. april,4700.0,,,215000.0,,,25038.0,,,,,,,,,,,,,,,,,,4830385.0,98.0,49289.642857142855,7076199.55913131,-0.3818108035185972
344,172236150,Rosenhoff|Rålekker/ny 3-roms leilighet med utsiktbalkong og felles takterrasse|Mye sol og fjord/by/kolonihagen-utsikt,"Rosenhoffgata 14, 0569 Oslo",6490000.0,59.9294,10.7747,https://www.finn.no/realestate/homes/ad.html?finnkode=172236150,163506.0,6653506.0,,Leilighet,Eier (Selveier),2,66.0,69.0,2020,C - lysegrønn,4,487.0,,,,26. april,13:00 - 14:00,,4090.0,4,,,,,,,,,,,,,,,,,,,,,,,6653506.0,69.0,96427.62318840579,5185670.472630679,0.24924479040647185
345,176202360,Flott toppleilighet med solrik balkong på 13 m² | Familievennlig område | Nærhet til marka | Vv og fyring inkl FK,"Tante Ulrikkes vei 17, 0984 Oslo",2850000.0,59.95682,10.914789,https://www.finn.no/realestate/homes/ad.html?finnkode=176202360,15385.0,2910317.0,,Leilighet,Andel,1,51.0,53.0,1970,G - mørkegrønn,2,90982.0,58.0,Ja,605494.0,,1700 - 1800,,4123.0,3,27. april,44932.0,,,22352.0,,,,,,,,,,,,,,,,,,2910317.0,53.0,54911.64150943396,4142619.942147572,-0.3530664139899713
346,176202096,"Visning avlyst, boligen er solgt før annonsert fellesvisning. Ved spørsmål, ta kontakt med megler.","Bjerregaards gate 9B, 0172 Oslo",3990000.0,59.923553,10.742501,https://www.finn.no/realestate/homes/ad.html?finnkode=176202096,121300.0,4142140.0,,Leilighet,Eier (Selveier),1,48.0,48.0,1875,G - oransje,2,784.0,53.0,Ja,1036163.0,26. april,1730 - 1830,28. april,2304.0,1,,30840.0,,,1625.0,,,,,,,,,,,,,,,,,,4142140.0,48.0,86294.58333333333,3816666.651371601,0.08183512517405589
347,172473090,Stor 2-roms selveierleilighet med nytt bad fra 2014. Fyring og varmtvann inkl. i felleskostnadene.,"Olaf Schous vei 20, 0572 Oslo",3240000.0,59.931976,10.783218,https://www.finn.no/realestate/homes/ad.html?finnkode=172473090,102350.0,3499350.0,,Leilighet,Eier (Selveier),1,53.0,53.0,1937,F - mørkegrønn,,1485.0,59.0,Ja,951968.0,26. april,1630 - 1730,,4184.0,2,27. april,157000.0,,,6032.0,,,,,,,,,,,,,,,,,,3499350.0,53.0,66025.47169811321,4142619.942147572,-0.1687511869857019
348,176201730,Pen 5-roms med innglasset balkong-parkeringsplass- v.v og fyring inkl.-god intern beliggenhet-nært marka og t-bane.,"Stjernemyrveien 46, 0673 Oslo",3550000.0,59.920094,10.857564,https://www.finn.no/realestate/homes/ad.html?finnkode=176201730,15385.0,3687385.0,,Leilighet,Andel,4,88.0,99.0,1968,E - lysegrønn,5,98341.0,108.0,Ja,1017447.0,26. april,1200 - 1400,,5365.0,3,,122000.0,,,9863.0,,,,,,,,,,,,,,,,,,3687385.0,99.0,37246.31313131313,7141390.217286505,-0.6609899309627707
349,173532223,"Majorstuen - Sjelden anledning - Stor og gjennomgående 3(4)-roms m/alle fasiliteter! Heis, garasjeplass og stor balkong","Bogstadveien 26, 0355 Oslo",9000000.0,59.925983,10.721518,https://www.finn.no/realestate/homes/ad.html?finnkode=173532223,242430.0,9242430.0,,Leilighet,Eier (Selveier),2,100.0,100.0,1988,E - rød,,1771.0,110.0,Ja,1979406.0,26. april,1900 - 2000,,3418.0,6,27. april,,,,3416.0,,,,,,,,,,,,,,,,,,9242430.0,100.0,92424.3,7206580.875441699,0.24881021904475809
350,175163833,2(3)-roms hjørneleil. i vakre Englegården på Torshov. Pent bad 2018. Romslig planløsning. Attraktiv beliggenhet! TV&nett,"Agathe Grøndahls gate 45, 0475 Oslo",4650000.0,59.934547,10.774577,https://www.finn.no/realestate/homes/ad.html?finnkode=175163833,135392.0,5089785.0,,Leilighet,Eier (Selveier),1,63.0,63.0,1925,G - oransje,2,4596.0,70.0,Ja,1141954.0,26. april,1315 - 1400,,4569.0,2,,304393.0,,,17934.0,,,,,,,,,,,4596.0,,,,,,,5089785.0,63.0,80790.23809523809,4794526.523699515,0.059760630278749005
351,173198368,Vakker og praktisk 4-roms selveier i Qben|93 kvm|Sydvestvendt balkong |2 bad|Garasjeplass og heis |Se 360 video!,"Marstrandgata 4, 0566 Oslo",7150000.0,59.9267,10.7695,https://www.finn.no/realestate/homes/ad.html?finnkode=173198368,180092.0,7330092.0,,Leilighet,Eier (Selveier),3,93.0,96.0,2014,D - mørkegrønn,4,1225.0,105.0,,1725396.0,26. april,17:00 - 18:00,,3943.0,4,27. april,,,984 00 316,22997.0,,,,,,,,,,,,,,,,,,7330092.0,96.0,76355.125,6945818.242820922,0.05384828017223775
352,176199132,"Meget tiltalende enebolig med høy standard, god takhøyde, solrike uteareal og garasje. Super, barnevennlig beliggenhet.","Kristianiasvingen 26, 0782 Oslo",14500000.0,59.958447,10.685229,https://www.finn.no/realestate/homes/ad.html?finnkode=176199132,378170.0,14878170.0,15845.0,Enebolig,Eier (Selveier),4,174.0,174.0,1974,G - rød,,435.0,191.0,Ja,3052049.0,26. april,1700 - 1800,,,,27. april,,,,,,,,,,,,,,,,,,,,,,14878170.0,174.0,85506.72413793103,12030689.57892607,0.212434188020584
353,176199114,"Svært unik 4-roms fabrikk-/penthouseleilighet fra 2020 - Privat takterrasse på 79m², to solrike balkonger - Garasjeplass","Bøkkerveien 10 B, 0579 Oslo",9990000.0,59.92779,10.795537,https://www.finn.no/realestate/homes/ad.html?finnkode=176199114,261320.0,10251320.0,,Leilighet,Eier (Selveier),3,93.0,93.0,2020,D - mørkegrønn,4,12372.0,104.0,,,26. april,1100 - 1500,,4121.0,4,,,,,,,,,,,,,,,,,,,,,,,10251320.0,93.0,110229.24731182796,6750246.26835534,0.417827489361029
354,176199097,Innholdsrik klassisk 4-roms hjørneleilighet. Oppgraderingsbehov. Borettslag med god rehabiliteringshistorikk.,"Seilduksgata 28A, 0553 Oslo",4990000.0,59.925636,10.762709,https://www.finn.no/realestate/homes/ad.html?finnkode=176199097,8060.0,5180520.0,,Leilighet,Andel,3,86.0,86.0,1898,G - rød,4,552.0,103.0,Ja,1489261.0,26. april,1700 - 1800,,4619.0,1,27. april,182460.0,,,44005.0,,,,,,,,,,,,,,,,,,5180520.0,86.0,60238.604651162794,6293911.66126898,-0.1946773258224539
355,176199033,"Flott 2-roms toppleilighet med 60 kvm gulvareal, fransk balkong og utsikt mot Holmenkollen. Varmtvann og fyring inkl.","Christophers vei 6, 0871 Oslo",3650000.0,59.950462,10.751629,https://www.finn.no/realestate/homes/ad.html?finnkode=176199033,19248.0,3762917.0,,Leilighet,Aksje,1,47.0,47.0,1955,G - rød,2,10235.0,52.0,Ja,825819.0,,1700 - 1800,,3099.0,4,27. april,93669.0,,,,,,,,,,,,,,,,,,,,,3762917.0,47.0,80062.06382978724,3751475.993216407,0.003045093764612261
356,176199111,"Unik og lekker 4-roms familiebolig over to plan -  100m² inngjerdet solrik hage, balkong og to markterrasser - Garasje","Fernanda Nissens gate 4 A, 0484 Oslo",8590000.0,59.946228,10.769522,https://www.finn.no/realestate/homes/ad.html?finnkode=176199111,226320.0,8816320.0,,Leilighet,Eier (Selveier),3,98.0,98.0,2015,C - mørkegrønn,4,3393.0,110.0,,1724224.0,26. april,1700 - 1800,,3827.0,,27. april,,,,31856.0,,,,,,,,,,,,,,,,,,8816320.0,98.0,89962.44897959183,7076199.55913131,0.21986757124114753
357,176198992,"SJELDEN MULIGHET - Klassisk 3-roms med hybel (egen inngang). Romslig balkong, peis, god takhøyde og originale detaljer","Waldemar Thranes gate 26, 0171 Oslo",7500000.0,59.924606,10.741954,https://www.finn.no/realestate/homes/ad.html?finnkode=176198992,199070.0,7699732.0,,Leilighet,Eier (Selveier),3,96.0,97.0,1893,F - oransje,4,604.0,106.0,Ja,1707329.0,26. april,1630 - 1730,,4036.0,2,27. april,662.0,,,40483.0,,,,,,,,,,,,,,,,,,7699732.0,97.0,79378.68041237113,7011008.900976117,0.09370390926211947
358,176198961,"Ila/St.Hanshaugen - Moderne 2-roms fra 2005 m/solrik balkong, heis og garasjeplass m/elbil lader. Rolig beliggenhet","Kingos gate 19, 0172 Oslo",4490000.0,59.93036,10.751946,https://www.finn.no/realestate/homes/ad.html?finnkode=176198961,123870.0,4616657.0,,Leilighet,Eier (Selveier),1,51.0,51.0,2005,D - lysegrønn,,,56.0,,1068604.0,26. april,1630 - 1730,,2679.0,3,27. april,2787.0,,,11312.0,Eiet,,,,,,,,,,,,,,,,,4616657.0,51.0,90522.6862745098,4012238.6258371836,0.14032150374406704
359,176198997,"Fagerborg/Marienlyst-Lys og lekker 3-roms hjørneleilighet i 3.etg m/heis, balkong og p-mulighet. Bo rolig, men sentralt","Blindernveien 2, 0361 Oslo",4850000.0,59.935,10.726446,https://www.finn.no/realestate/homes/ad.html?finnkode=176198997,136170.0,5120170.0,,Leilighet,Eier (Selveier),2,66.0,66.0,1959,E - mørkegrønn,,7293.0,73.0,Ja,1263442.0,26. april,1745 - 1845,,4111.0,3,27. april,134000.0,,,,,,,,,,,,,,,,,,,,,5120170.0,66.0,77578.33333333333,4990098.498165096,0.025731992945349447
360,176198957,Moderne 2-roms i nybygg fra 2015. Høy standard og gode løsninger. Markterrasse på hele 24 m². Ettertraktet beliggenhet!,"Geitmyrsveien 33 D, 0171 Oslo",3800000.0,59.929707,10.744542,https://www.finn.no/realestate/homes/ad.html?finnkode=176198957,106570.0,3906570.0,,Leilighet,Eier (Selveier),1,38.0,38.0,2015,B - mørkegrønn,1,1226.0,42.0,Ja,993931.0,,1600 - 1800,28. april,2191.0,1,,,,,4471.0,,,,,,,,,,,,,,,,,,3906570.0,38.0,102804.47368421052,3164760.069819659,0.21058250574865944
361,176199092,"Innholdsrik, flott bolig over 2 plan med 3 soverom, 2 bad, 2 stuer og garasje. Solrike uteplasser og marka som nabo!","Årvollveien 61, 0590 Oslo",8500000.0,59.951916,10.819832,https://www.finn.no/realestate/homes/ad.html?finnkode=176199092,15385.0,8771172.0,,Leilighet,Andel,3,118.0,125.0,1950,F - oransje,5,14332.0,145.0,Ja,978202.0,26. april,1200 - 1300,28. april,4915.0,1,,255787.0,,,36438.0,,,,,,,,,,,,,,,,,,8771172.0,125.0,70169.376,8836347.329321554,-0.007403158363532114
362,176197976,"Lys, lekker og stor 4-roms med balkong, egen garasjeplass og heis - Inkl. fyring og varmtvann - Ingen fellesgjeld","Wessels gate 15, 0165 Oslo",7000000.0,59.919674,10.740116,https://www.finn.no/realestate/homes/ad.html?finnkode=176197976,15385.0,7015385.0,,Leilighet,Andel,3,89.0,92.0,2001,E - mørkegrønn,4,517.0,101.0,Ja,1851770.0,26. april,1700 - 1800,,4758.0,2,27. april,,,,8704.0,,,,,,,,,,,,,,,,,,7015385.0,92.0,76254.18478260869,6685055.610200145,0.04823106527027754
363,176029794,"Romslig 2-roms seniorleilighet i hyggelig borettslag, med sydvestvendt balkong mot felles atrium og gangavstand til alt.","Rosenborggata 9A, 0356 Oslo",4365000.0,59.9261,10.7253,https://www.finn.no/realestate/homes/ad.html?finnkode=176029794,13976.0,4496976.0,,Leilighet,Andel,1,60.0,60.0,1991,E - rød,2,1935.0,66.0,,,26. april,13:00 - 14:00,,3553.0,3,,118000.0,,,,,,,,,,,,,,,,,,,,,4496976.0,60.0,74949.6,4598954.549233931,-0.022423834876141413
364,171398406,Enderekkehus over 3 plan med god beliggenhet - Solrike uteplasser - P-plass - Innholdsrikt - 4 soverom & 2 bad!,"Risløkkveien 32A, 0580 Oslo",10500000.0,59.93109,10.815775,https://www.finn.no/realestate/homes/ad.html?finnkode=171398406,274070.0,10774070.0,15517.0,Rekkehus,Eier (Selveier),4,166.0,180.0,1972,,,339.0,190.0,Ja,2021847.0,26. april,1500 - 1600,,,,,,,,,,,,,,,,,,,,,,,,,,10774070.0,180.0,59855.944444444445,12421833.527857235,-0.14231337129123744
365,176197375,Moderne 3-roms i nyere bygg fra 2013 | Flott balkong på 7 kvm | Heis | IN-ordning | Bør oppleves!,"Gladengveien 4 L, 0661 Oslo",2750000.0,59.915565,10.788473,https://www.finn.no/realestate/homes/ad.html?finnkode=176197375,15385.0,4310385.0,,Leilighet,Andel,2,54.0,57.0,2013,C - lysegrønn,3,5246.0,64.0,Ja,1114757.0,26. april,1700 - 1800,,5808.0,4,27. april,1545000.0,,,,,,,,,,,,,,,,,,,,,4310385.0,57.0,75620.78947368421,4403382.574768349,-0.021345785294641928
366,176195230,Solrik halvpart tomannsbolig i blindvei | Barnevennlig | Stille | Garasje m/lademulighet | Biloppstilling | 2 innganger,"Hemingveien 8 C, 0772 Oslo",11250000.0,59.950485,10.670311,https://www.finn.no/realestate/homes/ad.html?finnkode=176195230,296920.0,11546920.0,,Tomannsbolig,Eier (Selveier),3,149.0,149.0,2003,C - gul,,2330.0,165.0,Ja,2569092.0,26. april,1700 - 1800,,1200.0,,27. april,,,,,,,,,,,,,,,,,,,,,,11546920.0,149.0,77496.10738255034,10400923.125046214,0.1045241705073714
367,176195158,Innbydende og stilren 2-R med god standard I Solrik balkong på 5m² I Lave felleskost. inkl. fyring/VV og TV I IN-ordn.,"Gjøvikgata 1 C, 0470 Oslo",3350000.0,59.938972,10.760287,https://www.finn.no/realestate/homes/ad.html?finnkode=176195158,19998.0,3522015.0,,Leilighet,Aksje,1,36.0,36.0,1937,F - mørkegrønn,2,1645.0,40.0,,706501.0,26. april,1800 - 1900,,3128.0,2,27. april,152017.0,,,1948.0,,,,,,,,,,,,,,,,,,3522015.0,36.0,97833.75,3034378.753509271,0.14902655951609312
368,176194657,Innholdsrik enebolig i kjede i solrike omgivelser | Store terrasser | Garasje,"Øvre Stabburvei 14, 0873 Oslo",12100000.0,59.95418,10.759076,https://www.finn.no/realestate/homes/ad.html?finnkode=176194657,318170.0,12418170.0,16450.0,Enebolig,Eier (Selveier),5,162.0,170.0,1985,F - oransje,,982.0,188.0,Ja,2638106.0,26. april,1600 - 1700,,,,,,,,,,,,,,,,,,,,,,,,,,12418170.0,170.0,73048.05882352941,11769926.946305292,0.05361300817219572
369,176035511,Lekker 2-roms - Attraktiv beliggenhet - Peis - Mulighet for parkering - Ingen forkjøp/dok.avg!,"Stockfleths gate 47, 0461 Oslo",3900000.0,59.935,10.7524,https://www.finn.no/realestate/homes/ad.html?finnkode=176035511,9532.0,3966703.0,,Leilighet,Andel,1,47.0,47.0,1920,G - oransje,2,,52.0,,932577.0,26. april,17:00 - 18:00,,2874.0,3,27. april,57171.0,,,59852.0,,,,,,10171.0,,,,,,,,,,,,3966703.0,47.0,84397.93617021276,3751475.993216407,0.05578591033737723
370,176193515,Romslig 2-roms med moderniseringsbehov og stort potensiale I populær klassisk gård I peis I lave felleskostnader!,"Fjørtofts gate 5, 0461 Oslo",3500000.0,59.934677,10.753167,https://www.finn.no/realestate/homes/ad.html?finnkode=176193515,7810.0,3564091.0,,Leilighet,Andel,1,51.0,51.0,1918,F - oransje,2,451.0,57.0,,976117.0,,1630 - 1730,28. april,2847.0,2,27. april,56281.0,,,53391.0,,,,,,,,,,,,,,,,,,3564091.0,51.0,69884.13725490196,4012238.6258371836,-0.11844030396469662
371,176193164,LILLE TØYEN HAGEBY: Gjennomført townhouseleilighet med høy standard og hage. Gjennomgående med flott utsikt. 90 m² gulv.,"Tore Hunds vei 4, 0576 Oslo",8300000.0,59.92004,10.78255,https://www.finn.no/realestate/homes/ad.html?finnkode=176193164,15357.0,8362222.0,,Leilighet,Andel,2,81.0,81.0,1919,G - oransje,3,54563.0,,Ja,1249499.0,26. april,1400 - 1500,,2743.0,2,,46865.0,,,34616.0,,,,,,601966.0,,,,,,,,,,,,8362222.0,81.0,103237.30864197531,5967958.37049301,0.33731929383098347
372,176192318,Påkostet townhousebolig over 3 plan med praktikantdel og garasje m/lader - Solrik terrasse på 32 m² - Oppusset 2017,"Gunnar Schjelderups vei 37 C, 0485 Oslo",9200000.0,59.951244,10.772574,https://www.finn.no/realestate/homes/ad.html?finnkode=176192318,241570.0,9441570.0,10459.0,Rekkehus,Eier (Selveier),4,110.0,131.0,1954,G - rød,6,103.0,147.0,Ja,2076103.0,26. april,1500 - 1600,,,,,,,,,,,,,,,,,,,,,,,,,,9441570.0,131.0,72073.0534351145,9227491.278252719,0.02293506915730603
373,176192228,Gjennomgående topp- og endeleilighet med meget stort potensiale. Flotte sol- og utsiktsforhold.,"Dr. Dedichens vei 78, 0675 Oslo",3150000.0,59.92533,10.868534,https://www.finn.no/realestate/homes/ad.html?finnkode=176192228,15385.0,3295385.0,,Leilighet,Andel,3,80.0,80.0,1972,F - rød,4,75000.0,88.0,,1000419.0,26. april,1700 - 1800,,4789.0,4,27. april,130000.0,,,,,,,,,,,,,,,,,,,,,3295385.0,80.0,41192.3125,5902767.712337815,-0.5828983398716048
374,176190740,Lekker 3-roms selveier over to plan - Omfattende oppgradet - Rolig og usjenert i indre gård- Svært attraktiv beliggenhet,"Huitfeldts gate 47A, 0253 Oslo",5190000.0,59.911522,10.720911,https://www.finn.no/realestate/homes/ad.html?finnkode=176190740,141340.0,5332401.0,,Leilighet,Eier (Selveier),2,76.0,76.0,1885,G - rød,,514.0,86.0,Ja,1599681.0,,1700 - 1800,,3532.0,1,27. april,1061.0,,,26098.0,,,,,,,,,,,,,,,,,,5332401.0,76.0,70163.17105263157,5642005.079717038,-0.05643790712899488
375,176190744,Attraktiv og romslig 2-roms selveier - Balkong - Ettertraktet beliggenhet - Kort vei til offentlig kommunikasjon,"Nobels gate 5, 0273 Oslo",4290000.0,59.91703,10.698997,https://www.finn.no/realestate/homes/ad.html?finnkode=176190744,118820.0,4408820.0,,Leilighet,Eier (Selveier),1,41.0,41.0,1929,E - gul,,1125.0,47.0,,1001807.0,,1830 - 1930,,1701.0,2,27. april,,,,13627.0,,,,,,,,,,,,,,,,,,4408820.0,41.0,107532.19512195123,3360332.0442852415,0.27156728816196996
376,176190749,Ny (2018) og gjennomgående 3-roms selveier. Høy standard. To herlige markterrasser med gode solforhold. Garasje*,"Bøkkerveien 24B, 0579 Oslo",4490000.0,59.928123,10.793739,https://www.finn.no/realestate/homes/ad.html?finnkode=176190749,123820.0,4613820.0,,Leilighet,Eier (Selveier),2,58.0,58.0,2018,C - mørkegrønn,3,1343.0,64.0,Ja,1240302.0,26. april,1700 - 1800,,2807.0,1,27. april,,,,7522.0,,,,,,,,,,,,,,,,,,4613820.0,58.0,79548.62068965517,4468573.232923543,0.031986976878121354
377,176189927,Lekker 3-roms med nyere kjøkken (17) - Sydvendt balkong med by- og sjøutsikt- Vv & fyring. inkl. - IN-ordning - Sentralt,"Grenseveien 30B, 0564 Oslo",3780000.0,59.92494,10.780172,https://www.finn.no/realestate/homes/ad.html?finnkode=176189927,8010.0,4196083.0,,Leilighet,Andel,2,58.0,58.0,1940,G - rød,,3601.0,,,1032379.0,26. april,1230 - 1330,,5232.0,2,,408073.0,,,14872.0,,,,,,,,,,,,,,,,,,4196083.0,58.0,72346.25862068965,4468573.232923543,-0.06291769932697377
378,176188697,Gjennomgående 69/67 m² andelsleilighet | Antatt mulighet for loftsutbygging | Oppussingsobjekt | Idyllisk indre gårdsrom,"Åsengata 17, 0480 Oslo",5100000.0,59.937347,10.770404,https://www.finn.no/realestate/homes/ad.html?finnkode=176188697,14014.0,5294780.0,,Leilighet,Andel,1,67.0,69.0,1924,G - oransje,2,575.0,76.0,Ja,1221763.0,26. april,1200 - 1400,,3027.0,3,,180766.0,,,26774.0,,23. april,,,,235856.0,,,,,,,,,,,,5294780.0,69.0,76735.9420289855,5185670.472630679,0.020822286183618033
