,FINN-kode,Title,Address,Prisantydning,lat,lng,url,Omkostninger,Totalpris,Kommunale avg.,Boligtype,Eieform,Soverom,Primærrom,Bruksareal,Byggeår,Energimerking,Rom,Tomteareal,Bruttoareal,Eierskifte-forsikring,Formuesverdi,Søn.,,Tir.,Felleskost/mnd.,Etasje,Man.,Fellesgjeld,Ons.,Mobil,Fellesformue,Tomt,Tor.,Telefon,Fax,Renovert år,Festeavgift,Felleskost/mnd. etter avdragsfri periode,Pris med fellesgjeld,Verditakst,Sikringsordning,Grunnflate,Lør.,Låneverdi,Fre.,Solgtpris,Lånetakst,Utleiedel,price,area,price_per_m2,predicted_price,priceyness
1299,174431242,"3-roms med mye sjel og sjarm - Fyring/varmtvann Inkl. - Takhøyde på 2,65 M - Ingen dokumentavgift -  Store vindusflater","Bjerregaards gate 31C, 0174 Oslo",3990000.0,59.9256,10.7467,https://www.finn.no/realestate/homes/ad.html?finnkode=174431242,16738.0,4075789.0,,Leilighet,Aksje,2,59.0,,1939,G - mørkegrønn,3,1427.0,64.0,,1189383.0,,,,3277.0,1,,69051.0,,,9303.0,,,,,,,,,,,,,,,,,,4075789.0,59.0,69081.16949152542,4533763.891078737,-0.10648812795434814
1300,172027888,Grønland - Fastpris. Første mann til mølla! Innholdsrik 4-roms fra 2017. Solrik balkong. Heis. Godt utleieobjekt,"Grønlandsleiret 75 - 401, 0190 Oslo",5590000.0,59.909348,10.768207,https://www.finn.no/realestate/homes/ad.html?finnkode=172027888,147820.0,5737820.0,,Leilighet,Eier (Selveier),3,78.0,81.0,2017,,4,1440.0,90.0,,,,,,2658.0,4,,,,,,,,,,,,,,,,,,,,,,,5737820.0,81.0,70837.28395061729,5967958.37049301,-0.039325540171683215
1301,174423232,"Pent oppusset 3,5-roms topp- og hjørneleilighet på 75m² - Innglasset balkong på 8m² - Overflater oppusset i 2017 - Peis","Langbølgen 56, 1150 Oslo",3950000.0,59.862514,10.816342,https://www.finn.no/realestate/homes/ad.html?finnkode=174423232,15385.0,4054385.0,,Leilighet,Andel,2,75.0,83.0,1965,F - oransje,3,29927.0,91.0,Ja,1103543.0,26. april,1230 - 1330,,3838.0,4,,89000.0,,,508.0,,,,,,,,,,,,,,,,,,4054385.0,83.0,48848.01204819277,6098339.686803398,-0.40821754018609724
1302,174412884,"Lys og gjennomgående 2-roms seniorleilighet (50+) med garasjeplass, balkong og peis. Sentral og attraktiv beliggenhet.","Sollerudveien 39D, 0283 Oslo",3850000.0,59.921257,10.645144,https://www.finn.no/realestate/homes/ad.html?finnkode=174412884,107492.0,3957492.0,,Leilighet,Eier (Selveier),,58.0,58.0,1970,F - oransje,,22779.0,64.0,Ja,1086744.0,,,,3403.0,1,,,,,,,,,,,,,,,,,,,,,,,3957492.0,58.0,68232.62068965517,4468573.232923543,-0.12145867911617358
1303,174400981,"HØYBRÅTEN - Påkostet enebolig over 3 plan med bi-inntekt på kr. 21.500,- pr/mnd - Nytt bad 2018 -  Kort vei til skoler","Linjeveien 58f, 1087 Oslo",11500000.0,59.94814,10.925054,https://www.finn.no/realestate/homes/ad.html?finnkode=174400981,298742.0,11798742.0,,Enebolig,Eier (Selveier),8,230.0,248.0,1989,D - oransje,11,576.0,274.0,Ja,2022432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11798742.0,248.0,47575.57258064516,16854798.28241044,-0.356642465176531
1304,149333357,Lekker og familievennlig 5-roms med nytt bad og kjøkken - Egen hage på begge sider med ideelle solforhold - Meget rolig!,"Moltke Moes vei 13, 0851 Oslo",10890000.0,59.9426,10.728406,https://www.finn.no/realestate/homes/ad.html?finnkode=149333357,11390.0,10943941.0,,Leilighet,Andel,4,107.0,107.0,1920,G - rød,5,206000.0,122.0,Ja,1722091.0,,,,4242.0,,,42551.0,,,2650.0,,,,,,,,,,,,,,,,,,10943941.0,107.0,102279.82242990655,7662915.482528059,0.3563934471493049
1305,173350735,"Lys, gjennomgående og meget pen 3-roms|Kjøkken fra 2017 - Bad tatt i regi av brl. i 2017 - Peis - Solrik balkong(11m²)","Filerveien 16, 0684 Oslo",3390000.0,59.9019,10.8465,https://www.finn.no/realestate/homes/ad.html?finnkode=173350735,15357.0,3610357.0,,Leilighet,Andel,2,70.0,,1963,G - rød,3,50946.0,74.0,,955598.0,,,,3440.0,1,,205000.0,,,18843.0,,,,,,,,,,,,,,,,,,3610357.0,70.0,51576.52857142857,5250861.130785873,-0.3745854286424528
1306,173209267,Spektakulær selveid loftsleilighet. Solrik takterrasse med utsikt over Oslo's tak. Takløft. Lekkert HTH kjøkken.,"Paulus` Plass 1 C, 0554 Oslo",7190000.0,59.925823,10.758457,https://www.finn.no/realestate/homes/ad.html?finnkode=173209267,199300.0,7474854.0,,Leilighet,Eier (Selveier),2,86.0,86.0,1897,G - rød,3,711.0,95.0,Ja,1383161.0,,,,4074.0,5,,85554.0,,,12826.0,,,,,,,,,,,,,,,,,,7474854.0,86.0,86916.90697674418,6293911.66126898,0.1719618241575418
1307,174377464,LEKKER 3(4) SELVEIER HJØRNELEIL. - NYTT BAD REGI AV SAMEIET - FYRING&V.V INKL. I FELLESKOST. - VESTVENDT BALKONG!,"Libakkveien 23 B, 1158 Oslo",3690000.0,59.889244,10.80446,https://www.finn.no/realestate/homes/ad.html?finnkode=174377464,105572.0,4048017.0,,Leilighet,Eier (Selveier),2,67.0,67.0,1954,G - mørkegrønn,,52529.0,74.0,Ja,1003606.0,,1730 - 1830,28. april,3940.0,,,252445.0,,,43170.0,,,,,,,,,,,,,,,,,,4048017.0,67.0,60418.164179104475,5055289.156320291,-0.2222079212969721
1308,174357983,Klassisk 3-roms m/super planløsning & særpreg | Balkong & 2 soverom mot bakgård | Ingen dok.avgift/forkjøp | Blindvei,"Hesselbergs gate 6A, 0555 Oslo",3950000.0,59.92793,10.761645,https://www.finn.no/realestate/homes/ad.html?finnkode=174357983,8060.0,4222596.0,,Leilighet,Andel,2,45.0,45.0,1896,G - rød,,723.0,52.0,,869128.0,,,,3524.0,4,,264536.0,,,20993.0,,,,,,,,,,,,,,,,,,4222596.0,45.0,93835.46666666666,3621094.6769060185,0.15367372772742627
1309,167726487,Arkitekttegnet familiebolig fra 2017 m/ fantastisk utsikt - garasjeplass - takterrasse/flere balkonger - 4 sov - 3 bad!,"Ankerveien 12D, 0782 Oslo",16690000.0,59.9592,10.6803,https://www.finn.no/realestate/homes/ad.html?finnkode=167726487,432592.0,17122592.0,,Enebolig,Eier (Selveier),4,197.0,212.0,2017,B - rød,6,5681.0,233.0,,3773071.0,26. april,17:00 - 18:00,,4000.0,,,,,,,,,,,,,,,,,,,,,,,,17122592.0,212.0,80766.94339622642,14507934.588823449,0.16570304834026217
1310,160466987,Moderne enebolig i funkisstil m/solrike uteplasser og 60 kvm takterrasse - BRA 239 kvm - Garasje og mulighet for hybel,"Ombergveien 7C, 0283 Oslo",14500000.0,59.91995,10.638743,https://www.finn.no/realestate/homes/ad.html?finnkode=160466987,378170.0,14878170.0,14832.0,Enebolig,Eier (Selveier),4,203.0,239.0,2005,D - rød,,1584.0,280.0,Ja,3245432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14878170.0,239.0,62251.757322175734,16268082.359013692,-0.0893100127004729
1311,171339321,Nyere og moderne 3-roms selveier - Garasje medfølger - Stor balkong - Lave felles utgifter - Oppvarming og v.vann inkl.,"Freserveien 35, 0195 Oslo",4700000.0,59.902176,10.78847,https://www.finn.no/realestate/homes/ad.html?finnkode=171339321,129070.0,4829070.0,,Leilighet,Eier (Selveier),2,65.0,68.0,2016,,3,8951.0,75.0,Ja,1298481.0,,,,3356.0,2,,,,,10600.0,,,,,,,,,,,,,,,,,,4829070.0,68.0,71015.73529411765,5120479.814475485,-0.05859424588414086
1312,174300539,"Sjelden topp- og endeleilighet (2. etasje) med to uteplasser, sol fra morgen til kveld. Sentral og rolig beliggenhet.","Skuronnveien 18, 0681 Oslo",4280000.0,59.892,10.8192,https://www.finn.no/realestate/homes/ad.html?finnkode=174300539,8457.0,4495457.0,,Leilighet,Andel,2,66.0,66.0,1962,F - rød,4,80729.0,73.0,,986281.0,,,,3909.0,2,,207000.0,,902 61 819,14023.0,,,,22 69 10 13,,,,,,,,,,,,,,4495457.0,66.0,68112.98484848485,4990098.498165096,-0.104388317403588
1313,174254614,STRØKEN 2(3)-ROMS SENTRALT PÅ GRØNLAND| Nordvestvendt balkong | Garasjemulighet | Meget god planløsning |,"Urtegata 26, 0187 Oslo",3990000.0,59.9148,10.7651,https://www.finn.no/realestate/homes/ad.html?finnkode=174254614,101092.0,4229012.0,,Leilighet,Eier (Selveier),1,52.0,52.0,1990,D - rød,2,1502.0,57.0,,889647.0,,17:00 - 18:00,,3238.0,2,,137920.0,,981 30 933,18367.0,,23. april,,,,,,,,,,,,,,,,4229012.0,52.0,81327.15384615384,4077429.283992378,0.036501683655570716
1314,160168192,Tiltalende 4-roms i 6.etg. med heis | Bygg fra 2011 | To balkonger | Bad og sep.WC | Varmtvann inkludert | Garasjeplass*,"Konows gate 83C, 0196 Oslo",5990000.0,59.9014,10.7924,https://www.finn.no/realestate/homes/ad.html?finnkode=160168192,151092.0,6141092.0,,Leilighet,Eier (Selveier),3,86.0,88.0,2012,D - rød,4,5390.0,98.0,,1540502.0,,,,3267.0,6,,,,988 98 810,,,,,22 21 59 70,,,,,,,,,,,,,,6141092.0,88.0,69785.13636363637,6424292.977579368,-0.04508400581762295
1315,174297765,Gjennomgående 3-roms i 12. etasje med flott utsikt|Innglasset balkong|Vv. og fyring inkl.|Totalrenovert 2020|Nær T-bane.,"Rødtvetveien 71, 0955 Oslo",3350000.0,59.9534,10.8644,https://www.finn.no/realestate/homes/ad.html?finnkode=174297765,1132.0,3391729.0,,Leilighet,Andel,2,65.0,72.0,1959,G - mørkegrønn,3,18031.0,80.0,,484545.0,26. april,16:30 - 17:30,,3481.0,12,,40597.0,,450 63 919,6452.0,,,,,,27480.0,,,,,,,,,,,,3391729.0,72.0,47107.34722222222,5381242.447096262,-0.46157946476352407
1316,170181516,Salg av kontraktsposisjon - 2-roms selveier med balkong under oppføring - planlagt ferdigstilt Q3 2021.,"Sandakerveien 52A (Prosjektet Green Park), 0477 Oslo",4350000.0,59.93742,10.76536,https://www.finn.no/realestate/homes/ad.html?finnkode=170181516,,,,Leilighet,Eier (Selveier),1,46.0,47.0,,,2,3899.0,,,,,,,2274.0,2,,,,,,,,,,,,,,,,,,,,,,,4350000.0,47.0,92553.1914893617,3751475.993216407,0.14802648436667987
1317,174300090,"NYHET - Lys og tiltalende 3-roms med solrik balkong på 6 kvm- Strøm, V.v og fyring inkl. i fellesutgiftene! MÅ sees!","Frydenbergveien 50, 0575 Oslo",4650000.0,59.928658,10.79102,https://www.finn.no/realestate/homes/ad.html?finnkode=174300090,8010.0,4725581.0,,Leilighet,Andel,2,60.0,60.0,2008,D - mørkegrønn,,502.0,66.0,,1117439.0,,,,4527.0,5,,67571.0,,,,,,,,,,,,,,,,,,,,,4725581.0,60.0,78759.68333333333,4598954.549233931,0.027161510590135052
1318,174294624,"Lekker 5-roms leilighet, nyrenovert i 2019 til meget høy standard. Balkong, luftig takhøyde og klassiske detaljer.","Parkveien 2, 0350 Oslo",11500000.0,59.921867,10.730986,https://www.finn.no/realestate/homes/ad.html?finnkode=174294624,299320.0,11809441.0,,Leilighet,Eier (Selveier),3,150.0,152.0,1892,F - rød,,650.0,168.0,,2696360.0,,,,3794.0,2,,10121.0,,,46590.0,,,,,,,,,,,,,,,,,,11809441.0,152.0,77693.69078947368,10596495.099511797,0.10837600086872001
1319,174178747,Strøken og praktisk townhouse med separat hybel. Høy standard. Åpen mezzanine og to balkonger.,"Sørengkaia 102, 0194 Oslo",10300000.0,59.9017,10.7536,https://www.finn.no/realestate/homes/ad.html?finnkode=174178747,258842.0,10558842.0,,Leilighet,Eier (Selveier),3,130.0,131.0,2015,D - mørkegrønn,5,3468.0,144.0,,2044486.0,,,,5822.0,,,,,,37728.0,,,,,,,,,,,,,,,,,,10558842.0,131.0,80601.84732824427,9227491.278252719,0.1347764024433502
1320,163441976,"Stor, innholdsrik og tiltalende 1/2 av tomannsbolig - Storslått utsikt - Ettertraktet beliggenhet - 3-roms praktikantdel","Måltrostveien 38B, 0786 Oslo",13900000.0,59.964962,10.650662,https://www.finn.no/realestate/homes/ad.html?finnkode=163441976,362770.0,14262770.0,14720.0,Tomannsbolig,Eier (Selveier),5,246.0,246.0,1983,E - gul,,318.0,276.0,Ja,3088771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14262770.0,246.0,57978.739837398374,16724416.966100052,-0.1592170996112543
1321,174192155,"Unik 3-roms ""all inclusive"" med god takhøyde, peis, utgang til vestvendt markterrasse (16,6 kvm) og hage. Heis. Garasje*","Akersbakken 39, 0172 Oslo",6290000.0,59.9226,10.7413,https://www.finn.no/realestate/homes/ad.html?finnkode=174192155,167612.0,6487371.0,,Leilighet,Eier (Selveier),2,70.0,73.0,1991,E - oransje,3,2453.0,80.0,,1439883.0,,15:00 - 16:00,,3266.0,2,,29759.0,,,14217.0,,23. april,,,,,,,,,,,,,,,,6487371.0,73.0,88868.09589041096,5446433.105251456,0.1748964455897184
1322,146424066,Delikat 2-roms toppleilighet med en attraktiv beliggenhet. God standard fra 2011. V.V/fyring inkl. Ingen forkjøpsrett.,"Langes gate 4A, 0165 Oslo",3400000.0,59.9186,10.7397,https://www.finn.no/realestate/homes/ad.html?finnkode=146424066,1132.0,3485132.0,,Leilighet,Andel,1,32.0,32.0,1892,G - rød,2,443.0,35.0,,791708.0,,,,3597.0,4,,84000.0,,482 67 520,1044.0,,,,,,253522.0,,,,,,,,,,,,3485132.0,32.0,108910.375,2773616.120888494,0.228353992475963
1323,174287335,"Hagebyidyll på Skøyen/ Hoff | Meget attraktiv bolig over to plan | Veranda, hage og parsell | Meget barnevennlig","Konventveien 50, 0275 Oslo",8500000.0,59.928593,10.680461,https://www.finn.no/realestate/homes/ad.html?finnkode=174287335,8010.0,8757214.0,,Leilighet,Andel,2,93.0,93.0,1924,G - oransje,,17330.0,106.0,Ja,1566571.0,,,,4706.0,1,,249204.0,,,,,,,,,,,,,,,,,,,,,8757214.0,93.0,94163.59139784946,6750246.26835534,0.26029882941458027
1324,161271883,Nyere energieffektiv enebolig i kjede- Lettstelt solrik hage/terrasse - EL-lader- 6 sov og 2 stuer- 3 bad- Hybelleilighe,"Munkerudkleiva 18B, 1165 Oslo",10690000.0,59.8595,10.8171,https://www.finn.no/realestate/homes/ad.html?finnkode=161271883,268592.0,10958592.0,15716.0,Enebolig,Eier (Selveier),6,178.0,184.0,2017,B - oransje,9,1833.0,203.0,,,26. april,15:00 - 16:00,,,3,,,,951 46 909,,,,,,,,,,,,,,,,,,,10958592.0,184.0,59557.565217391304,12682596.16047801,-0.14610686645499982
1325,172598693,"Lys og arealeffektiv selveierleilighet med garasjeplass. Lave felleskostnader, solrik fellestomt og attraktivt boområde.","Fagerliveien 1, 0587 Oslo",2700000.0,59.940453,10.791906,https://www.finn.no/realestate/homes/ad.html?finnkode=172598693,81570.0,2781570.0,,Leilighet,Eier (Selveier),,26.0,26.0,1964,F - rød,1,1281.0,30.0,Ja,623017.0,,,,2593.0,1,,,,,5881.0,,,,,,,,,,,,,,,,,,2781570.0,26.0,106983.46153846153,2382472.171957329,0.1548768402015277
1326,167375889,Lekkert rekkehus på 3.etasjer med usjenert beliggenhet mot skogholt -Garasjeplass -Moderne -Peisovn -Terrasse -4 soverom,"Mellombølgen 139 G, 1157 Oslo",7450000.0,59.8651,10.8222,https://www.finn.no/realestate/homes/ad.html?finnkode=167375889,15119.0,7481818.0,,Rekkehus,Andel,4,121.0,126.0,2008,C - oransje,5,10136.0,138.0,,2044066.0,,,,3944.0,3,,16699.0,,,17908.0,,,,,,,,,,,,,,,,,,7481818.0,126.0,59379.50793650794,8901537.987476747,-0.17374825880692413
1327,171407666,Ny og lekker 2-roms fabrikkleilighet m/god internbeliggenhet. Varme i alle gulv. Lave felleskostn. m/akonto fyring inkl.,"Bøkkerveien 12 B, 0579 Oslo",4390000.0,59.927517,10.794192,https://www.finn.no/realestate/homes/ad.html?finnkode=171407666,117792.0,4507792.0,,Leilighet,Eier (Selveier),1,50.0,50.0,2020,,2,12372.0,56.0,,1111950.0,,,,2259.0,2,,,,,,,,,,,,,,,,,,,,,,,4507792.0,50.0,90155.84,3947047.9676819895,0.1328395053639202
1328,159833776,Klassisk møter moderne design | Pusset opp 2019  | 2 bad/wc | Peis | Balkong | Parkering*,"Niels Juels gate 5, 0272 Oslo",12500000.0,59.91196,10.710004,https://www.finn.no/realestate/homes/ad.html?finnkode=159833776,324070.0,12824070.0,,Leilighet,Eier (Selveier),2,140.0,140.0,1895,G - mørkegrønn,,523.0,156.0,,,,,,3592.0,3,,,,,31654.0,,,,,,,,,,,,,,,,,,12824070.0,140.0,91600.5,9814207.201649467,0.2674928234985785
1329,159665346,Halvpart tomannsbolig i barnevennlige omgivelser | Solrike terrasser | Stor hage | 2 parkeringsplasser,"Eddaveien 25 B, 0772 Oslo",8990000.0,59.950134,10.672436,https://www.finn.no/realestate/homes/ad.html?finnkode=159665346,240420.0,9230420.0,13056.0,Tomannsbolig,Eier (Selveier),4,157.0,162.0,1939,G - oransje,,1310.0,177.0,Ja,2460229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9230420.0,162.0,56977.9012345679,11248401.68106374,-0.19772149449132215
1330,174264797,Strøken 2-roms selveier fra 2014 - Heis og balkong - God og moderne standard - Attraktiv og populær beliggenhet,"Marstrandgata 4, 0566 Oslo",3990000.0,59.926655,10.76951,https://www.finn.no/realestate/homes/ad.html?finnkode=174264797,109090.0,4101000.0,,Leilighet,Eier (Selveier),1,40.0,40.0,2014,C - mørkegrønn,,1225.0,44.0,,873749.0,,,,1790.0,3,,1910.0,,,9683.0,,,,,,,,,,,,,,,,,,4101000.0,40.0,102525.0,3295141.3861300475,0.21878177008011157
1331,174056302,FLOTT 3-ROMS OVER TO PLAN: Garasjeplass. Ingen forkjøp. 2 store balkonger. Fasade & vinduer 2019. Populær beliggenhet!,"Ulvenveien 117A, 0665 Oslo",3390000.0,59.9223,10.8156,https://www.finn.no/realestate/homes/ad.html?finnkode=174056302,98342.0,3986342.0,,Leilighet,Eier (Selveier),2,76.0,78.0,1981,E - rød,3,16930.0,85.0,,759195.0,,,,6195.0,2,,498000.0,,,,,,,,,430000.0,,,,,,,,,,,,3986342.0,78.0,51106.94871794872,5772386.396027427,-0.3702115634387031
1332,174252937,Fredensborg på sitt beste - Klassisk 2-roms med stukkatur og peis - Varmt vann inkl/lave omkostninger/ingen forkjøpsrett,"Maridalsveien 4A, 0178 Oslo",3650000.0,59.919678,10.751147,https://www.finn.no/realestate/homes/ad.html?finnkode=174252937,8060.0,3812092.0,,Leilighet,Andel,1,43.0,43.0,1882,F - rød,2,612.0,50.0,Ja,812354.0,,,,4479.0,3,,154032.0,,,7666.0,,,,,,,,,,,,,,,,,,3812092.0,43.0,88653.30232558139,3490713.36059563,0.08807200316939401
1333,174252193,Lekker 3 - roms leilighet med stor balkong og kjøkken fra 2018.  Meget sentral beliggenhet. IN-ordning,"Ensjøveien 6A, 0655 Oslo",3100000.0,59.9169,10.7839,https://www.finn.no/realestate/homes/ad.html?finnkode=174252193,1132.0,4485132.0,,Leilighet,Andel,2,65.0,65.0,2008,E - mørkegrønn,3,3734.0,72.0,,1178471.0,,17:30 - 18:30,28. april,13341.0,-1,,1384000.0,,911 84 011,,,,,,,,,,,,,,,,,,,4485132.0,65.0,69002.03076923077,4924907.840009903,-0.09353763524483405
1334,174240392,Del av flott tomannsbolig i vakre omgivelser på Ulvøya - Stor hage - Garasje - Veranda - Sjøgløtt,"Hummerkloa 8A, 0139 Oslo",11500000.0,59.8685,10.7702,https://www.finn.no/realestate/homes/ad.html?finnkode=174240392,288842.0,11788842.0,26318.0,Tomannsbolig,Eier (Selveier),2,191.0,215.0,1931,G - oransje,3,913.0,236.0,,2715529.0,26. april,13:00 - 14:00,,,2,,,,911 84 011,,,,,,,,,,,,,,,,,,,11788842.0,215.0,54831.82325581396,14703506.563289031,-0.22093251616250242
1335,171980763,Majorstuens smarteste 1-roms? Lys og delikat med balkong | Heis | Fyring & V.vann inkl | Ingen forkjøp | Super sentralt!,"Kirkeveien 50, 0368 Oslo",2560000.0,59.927803,10.713293,https://www.finn.no/realestate/homes/ad.html?finnkode=171980763,7810.0,2851384.0,,Leilighet,Andel,1,25.0,25.0,1938,E - mørkegrønn,1,1011.0,28.0,,673101.0,,,,3217.0,3,,283574.0,,,28940.0,,,,,,,,,,,,,,,,,,2851384.0,25.0,114055.36,2317281.5138021344,0.20740975310629572
1336,170934554,"Lys og lekker 3-roms i 5. etasje med solrik balkong, heis og parkering i garasje","Gydas vei 20, 0363 Oslo",8490000.0,59.9336,10.7171,https://www.finn.no/realestate/homes/ad.html?finnkode=170934554,213592.0,8703592.0,,Leilighet,Eier (Selveier),2,81.0,81.0,2004,E - mørkegrønn,3,13641.0,90.0,,1845300.0,,,,4146.0,5,,,,469 47 815,12766.0,,,,,,,,,,,,,,,,,,8703592.0,81.0,107451.75308641975,5967958.37049301,0.37733092659137313
1337,173880256,"Lekker, moderne og velholdt 3-roms fra 2008 med heis, stor balkong, peis og garasje - Rolig og barnevennlig beliggenhet","Børsteveien 4A, 0585 Oslo",5490000.0,59.9328,10.7935,https://www.finn.no/realestate/homes/ad.html?finnkode=173880256,138624.0,5628624.0,,Leilighet,Eier (Selveier),2,70.0,73.0,2008,D - mørkegrønn,3,9082.0,80.0,,1318825.0,,,,4716.0,5,,,,,17322.0,,,,,,,,,,,,,,,,,,5628624.0,73.0,77104.43835616438,5446433.105251456,0.03290408899495212
1339,174214388,"HUSK Å MELDE DEG PÅ VISNING! Stor, smart og sjarmerende toppleilighet - 3-roms med solrik balkong. Sentralt, men rolig!","Sofienberggata 54 D, 0563 Oslo",4300000.0,59.921467,10.774274,https://www.finn.no/realestate/homes/ad.html?finnkode=174214388,10438.0,4550438.0,,Leilighet,Aksje,2,60.0,60.0,1939,,3,,,Ja,,,,,4471.0,4,,240000.0,,,,Eiet,,,,,,,,,,,,,,,,,4550438.0,60.0,75840.63333333333,4598954.549233931,-0.01060551369314311
1340,174185773,Stilren 4-roms selveier - Heis - Sydvendt balkong - Oppusset - Fiskebensparkett - VISNING LØRDAG 25 APRIL 12:00 - 15:00,"Dalsbergstien 22E, 0170 Oslo",8490000.0,59.9229,10.734,https://www.finn.no/realestate/homes/ad.html?finnkode=174185773,221892.0,8711892.0,,Leilighet,Eier (Selveier),3,98.0,,1997,E - mørkegrønn,4,1517.0,107.0,,1712930.0,,12:00 - 15:00,,4514.0,2,,,,,11672.0,,,,,,,,,,,,25. april,,,,,,8711892.0,98.0,88896.85714285714,7076199.55913131,0.20795201070828462
1341,174197656,"Praktisk, gjennomgående 2(3)-roms selveier i klassisk bygård, med smakfullt interiør og ildsted. Gangavstand til alt.","Meltzers gate 16B, 0257 Oslo",4880000.0,59.91833,10.717884,https://www.finn.no/realestate/homes/ad.html?finnkode=174197656,133692.0,5020424.0,,Leilighet,Eier (Selveier),1,54.0,54.0,1899,G - rød,2,515.0,60.0,Ja,1229148.0,,,,2483.0,,,6732.0,,,24493.0,,,,,,,,,,,,,,,,,,5020424.0,54.0,92970.81481481482,4207810.600302766,0.17657192729960514
1342,174174653,Strøken funkisbolig med solrik takterrasse og vidstrakt utsikt i barnevennlig boområde - Hybel - To garasjeplasser,"Gregers Grams vei 19E, 0382 Oslo",14500000.0,59.934727,10.647801,https://www.finn.no/realestate/homes/ad.html?finnkode=174174653,378170.0,14878170.0,15222.0,Enebolig,Eier (Selveier),4,164.0,172.0,2016,C - oransje,,229.0,192.0,Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14878170.0,172.0,86500.98837209302,11900308.26261568,0.22333073376738355
1343,174046613,Attraktiv og nyere oppusset 2-roms på populære Torshov | Meget høy 1 etg |Forkjøp avklart* | Husk påmelding til visning!,"Hegermanns gate 2A, 0478 Oslo",3800000.0,59.9356,10.7632,https://www.finn.no/realestate/homes/ad.html?finnkode=174046613,15357.0,3908813.0,,Leilighet,Andel,1,47.0,47.0,1919,G - rød,2,739.0,,,918673.0,26. april,12:00 - 13:00,,2499.0,1,,93456.0,,,23505.0,,,,,,,,,,,,,,,,,,3908813.0,47.0,83166.23404255319,3751475.993216407,0.04108438661079461
1344,173981250,Lys og lekker loftsleilighet fra 2006 | 2 bad | Utleiemuligheter | God takhøyde | Flott planløsning | IN-ordning,"Trondheimsveien 35C, 0560 Oslo",3200000.0,59.921,10.7696,https://www.finn.no/realestate/homes/ad.html?finnkode=173981250,1132.0,4792132.0,,Leilighet,Andel,2,66.0,66.0,1886,G - rød,3,407.0,70.0,,1187096.0,,,,11763.0,5,,1591000.0,,454 86 057,,,,,,,,,,,,,,,,,,,4792132.0,66.0,72608.06060606061,4990098.498165096,-0.0404802423362387
1345,174144568,"Lekker og moderne 2-roms fra 2014 | Solrik, sydvendt markterrasse på 28kvm  | Akonto fjernvarme inkl.| Rolig og sentralt","Ullagerveien 3, 0585 Oslo",4100000.0,59.93098,10.788648,https://www.finn.no/realestate/homes/ad.html?finnkode=174144568,111320.0,4211320.0,,Leilighet,Eier (Selveier),1,58.0,58.0,2014,B - mørkegrønn,2,11348.0,64.0,,1196072.0,,,,2334.0,1,,,,,14122.0,,,,,,,,,,,,,,,,,,4211320.0,58.0,72608.96551724138,4468573.232923543,-0.059293032665404866
1346,168771832,Gjennomgående og strøken 3-roms selveier med 9 kvm balkong over kanalen. Sjøutsikt og felles takterrasse. Heis.,"Sørengkaia 98, 0194 Oslo",5890000.0,59.90199,10.754163,https://www.finn.no/realestate/homes/ad.html?finnkode=168771832,158520.0,6048520.0,,Leilighet,Eier (Selveier),2,66.0,66.0,2013,C - mørkegrønn,3,3942.0,73.0,Ja,1242967.0,,,,3920.0,2,,,,,11386.0,,,,,,,,,,,,,,,,,,6048520.0,66.0,91644.24242424243,4990098.498165096,0.19235796533738636
1347,173961734,Flott enderekkehus med 2 bad - Garasje m/mulighet for elbil-lading - Fjernvarme & peis - Meget barnevennlig - IN-ordning,"Åslandhellinga 48, 1274 Oslo",4100000.0,59.822,10.8392,https://www.finn.no/realestate/homes/ad.html?finnkode=173961734,1132.0,4171132.0,,Rekkehus,Andel,4,122.0,122.0,1988,D - mørkegrønn,5,18555.0,134.0,,1188205.0,26. april,14:30 - 15:30,,5995.0,2,,70000.0,,957 46 063,,,,,,,,,,,,,,,,,,,4171132.0,122.0,34189.60655737705,8640775.354855971,-0.7283048571338462
1348,176402313,Pen og romslig 4-roms med innglasset balkong - Garasjeplass - Meget barnevennlig beliggenhet - Kort vei til marka!,"Ludvig Karstens vei 1, 1064 Oslo",3390000.0,59.93481,10.924345,https://www.finn.no/realestate/homes/ad.html?finnkode=176402313,15335.0,3664335.0,,Leilighet,Andel,3,91.0,107.0,1971,E - rød,,22668.0,117.0,,1042805.0,,1700 - 1800,28. april,4295.0,3,,259000.0,,,22414.0,,,,,,,,,,,,,,,,,,3664335.0,107.0,34246.121495327105,7662915.482528059,-0.7377456498710764
1349,174029218,"GAMLEBYEN: Separat 2-roms hoveddel + 1-roms hybel med ca 10.000,- skattefri inntekt. Medfølgende garasjeplass.","Alnagata 11, 0192 Oslo",3500000.0,59.903248,10.772618,https://www.finn.no/realestate/homes/ad.html?finnkode=174029218,1210.0,4981154.0,,Leilighet,Andel,2,59.0,59.0,1861,,3,3068.0,69.0,,,,,,11223.0,1,,1479944.0,,,55143.0,,,,,,,,,,,,,,,,,,4981154.0,59.0,84426.33898305085,4533763.891078737,0.0941091155624445
