,FINN-kode,Title,Address,Prisantydning,lat,lng,url,Omkostninger,Totalpris,Felleskost/mnd.,Boligtype,Eieform,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Rom,Tomteareal,Bruttoareal,Fellesformue,Formuesverdi,Fellesgjeld,Energimerking,Pris med fellesgjeld,Renovert år,Mobil,Eierskifte-forsikring,Kommunale avg.,Tomt,Festeavgift,Fax,Felleskost/mnd. etter avdragsfri periode,Sikringsordning,Grunnflate,Utleiedel,Verditakst,Låneverdi,Lånetakst,Telefon,price,area,price_per_m2,predicted_price,priceyness
0,159288469,"Attraktiv, lys og klassisk 4/5-roms selveiet hjørneleilighet med solrik balkong og peis. Perfekt for utleie!","Middelthuns gate 13, 0368 Oslo",6490000.0,59.9269,10.7127,https://www.finn.no/realestate/homes/ad.html?finnkode=159288469,177522.0,6667522.0,4439.0,Leilighet,Eier (Selveier),3,89.0,89.0,4,1909,4,307.0,100.0,22076.0,1810886.0,,,,,,,,,,,,,,,,,,,6667522.0,89.0,74915.97752808989,5994775.202959132,0.10635998630103849
1,166286918,Nyoppusset og lekker 5-roms med heisadkomst - 2 solrike terrasser - flott utsikt - peis - garasje - T-bane like ved,"Ullern Allé 75, 0381 Oslo",13500000.0,59.92847,10.650056,https://www.finn.no/realestate/homes/ad.html?finnkode=166286918,350042.0,13902741.0,5115.0,Leilighet,Eier (Selveier),3,149.0,149.0,4,1982,,43595.0,158.0,69318.0,2209419.0,52699.0,E - rød,,,,,,,,,,,,,,,,,13902741.0,149.0,93306.9865771812,9146345.167976363,0.41873165064291484
2,165884370,GRÜNERLØKKA/RODELØKKA: Attraktiv 4-r leilighet. Garasjeplass (plass til 2 biler). Elbil-lader. Felles takterrasse. Heis.,"Malmøgata 11, 0566 Oslo",6500000.0,59.926716,10.767245,https://www.finn.no/realestate/homes/ad.html?finnkode=165884370,163722.0,6663722.0,3785.0,Leilighet,Eier (Selveier),3,92.0,92.0,3,2014,4,1548.0,101.0,7724.0,1657495.0,,,,,,,,,,,,,,,,,,,6663722.0,92.0,72431.76086956522,6152353.701209994,0.07984346306232482
3,166044427,Holmenkollen/Voksenkollen: Familievennlig enebolig fra 2007. Attraktiv beliggenhet. Flotte uteplasser. Gode solforhold.,"Veslekleiva 1 C, 0788 Oslo",8550000.0,59.97035,10.651749,https://www.finn.no/realestate/homes/ad.html?finnkode=166044427,214972.0,8764972.0,,Enebolig,Eier (Selveier),3,106.0,112.0,,2007,4,510.0,128.0,,,,D - rød,,,,,,,,,,,,,,,,,8764972.0,112.0,78258.67857142857,7202877.022882404,0.19628279112439628
4,165992065,"BIRKELUNDEN: Nydelig, klassisk 3-roms med særegen atmosfære. Stukkatur og rosett. Peisovn. Attraktiv beliggenhet!","Schleppegrells gate 17 A, 0556 Oslo",5200000.0,59.927086,10.762541,https://www.finn.no/realestate/homes/ad.html?finnkode=165992065,131222.0,5331222.0,3659.0,Leilighet,Eier (Selveier),2,68.0,68.0,2,1896,3,364.0,77.0,6015.0,,,F - oransje,,,,,,,,,,,,,,,,,5331222.0,68.0,78400.32352941176,4891725.715203101,0.08603533196822255
5,165823979,"Kjedet enebolig på enden med solrike uteplasser, skjermet hage og garasje. Fantastisk beliggenhet ved marka. IN-ordning.","Thorn Dønhaugs vei 26, 1271 Oslo",3400000.0,59.8269,10.8313,https://www.finn.no/realestate/homes/ad.html?finnkode=165823979,8048.0,4403256.0,12656.0,Enebolig,Andel,6,137.0,140.0,,2004,4,25387.0,154.0,,1413364.0,995208.0,G - gul,,,,,,,,,,,,,,,,,4403256.0,140.0,31451.82857142857,8673609.673223779,-0.6779407775131059
6,165889834,Arealeffektiv og gjennomgående 5-roms leilighet over to plan med hele 3 balkonger. Flott utsikt over Oslo By og helt til,"Valhallveien 9, 0196 Oslo",6300000.0,59.9008,10.7866,https://www.finn.no/realestate/homes/ad.html?finnkode=165889834,8520.0,7153332.0,7336.0,Leilighet,Andel,4,117.0,123.0,2,1977,5,15185.0,136.0,118920.0,1651667.0,844812.0,F - rød,,,,,,,,,,,,,,,,,7153332.0,123.0,58157.170731707316,7780664.84980223,-0.0840635286707645
7,166269144,Sjelden mulighet i Petersborgkvartalet - Lekker 4-R i topp/ende m. sydvestvendt balkong - Garasje med EL - Barnevennlig!,"Sigurd Hoels vei 59, 0655 Oslo",6400000.0,59.9176,10.7872,https://www.finn.no/realestate/homes/ad.html?finnkode=166269144,166972.0,6566972.0,3296.0,Leilighet,Eier (Selveier),3,79.0,79.0,5,2017,4,9779.0,88.0,6434.0,1339581.0,,D - mørkegrønn,,,,,,,,,,,,,,,,,6566972.0,79.0,83126.22784810126,5469513.542122927,0.18286316294779503
8,165891547,Meget sjarmerende og koselig 3-roms med solrik vestvendt balkong | Peis | God takhøyde | Varmtvann inkl i f.kost,"Maridalsveien 162D, 0461 Oslo",4800000.0,59.9386,10.7571,https://www.finn.no/realestate/homes/ad.html?finnkode=165891547,,,5879.0,Leilighet,Andel,2,68.0,68.0,3,1900,3,551.0,,,1195366.0,175341.0,,4975341.0,2019,934 65 319,,,,,,,,,,,,,,4800000.0,68.0,70588.23529411765,4891725.715203101,-0.01892923031040894
9,166160771,Lekker og gjennomgående 3-roms med sydvendt balkong og peis. Populær beliggenhet med utsikt ut mot Torshovdalen!,"Edvard Griegs allé 7A, 0479 Oslo",4650000.0,59.938,10.7785,https://www.finn.no/realestate/homes/ad.html?finnkode=166160771,8219.0,4961219.0,3323.0,Leilighet,Andel,2,69.0,69.0,1,1952,3,21295.0,76.0,9194.0,1208589.0,303000.0,G - rød,,,418 55 666,,,,,,,,,,,,,,4961219.0,69.0,71901.72463768115,4944251.881286722,0.0034258109504783363
10,165412849,Flott 2-roms rekkehusleilighet fra 2015|Idyllisk beliggenhet ved marka|2 uteplasser|Gode solforhold|Peis|Hems|Parkering,"Rødkleivfaret 1G, 0788 Oslo",3490000.0,59.9823,10.6542,https://www.finn.no/realestate/homes/ad.html?finnkode=165412849,86222.0,3576222.0,1755.0,Leilighet,Eier (Selveier),1,40.0,40.0,1,2015,2,9501.0,46.0,2753.0,1409029.0,,C - oransje,,,476 22 523,,,,,,,,,,,,,,3576222.0,40.0,89405.55,3420993.064861727,0.044376057153302284
11,165913868,Lys 1(2)-roms med stor sydvestvendt markterrasse - adskilt soverom med vindu - kort vei til offentlig kommunikasjon,"Vestre Haugen 70, 1054 Oslo",2300000.0,59.9477,10.8995,https://www.finn.no/realestate/homes/ad.html?finnkode=165913868,8219.0,2496219.0,2432.0,Leilighet,Andel,1,43.0,43.0,1,1975,2,11952.0,48.0,28793.0,561813.0,188000.0,E - rød,,,454 70 505,,,,,,,,,,,,,,2496219.0,43.0,58051.604651162794,3578571.5631125886,-0.36018652902905757
12,166245572,Tøff og arealeffektiv 2-roms | Terrasse | Lave fk inkl. fyring/vv. | Standard fra 2015 | Felles takterrasse,"Stavangergata 46A, 0467 Oslo",2600000.0,59.9444,10.7588,https://www.finn.no/realestate/homes/ad.html?finnkode=166245572,8357.0,2871357.0,3504.0,Leilighet,Andel,1,25.0,25.0,1,1955,2,2234.0,29.0,14377.0,666032.0,263000.0,D - mørkegrønn,,,418 55 666,,,,,,,,,,,,,,2871357.0,25.0,114854.28,2633100.573607419,0.08662266319701395
13,166284486,"Lys og fin 4-roms leilighet med vestvendt balkong - garasjeplass - nær marka, butikker og kollektivtransport","Aslakveien 23, 0753 Oslo",5700000.0,59.940586,10.649363,https://www.finn.no/realestate/homes/ad.html?finnkode=166284486,161110.0,6053329.0,4092.0,Leilighet,Eier (Selveier),3,90.0,90.0,2,1965,,8567.0,98.0,21568.0,1455915.0,192219.0,E - oransje,,,,Ja,,,,,,,,,,,,,6053329.0,90.0,67259.21111111112,6047301.369042752,0.0009962508186696084
14,166281082,"Ny, vertikaldelt tomannsbolig. 3 plan. Takterrasse med 360 graders utsikt. 3 bad. 3 soverom. Kastellet skolekrets.","Oberst Rodes vei 7B, 1176 Oslo",11200000.0,59.877914,10.803279,https://www.finn.no/realestate/homes/ad.html?finnkode=166281082,,,,Tomannsbolig,Eier (Selveier),3,160.0,191.0,,2019,,1708.0,,,,,B - oransje,,,,,,,,,,,,,,,,,11200000.0,191.0,58638.74345549738,11352444.143488424,-0.013519285482004761
15,166256780,"Innbydende og moderne 2-roms med sentral beliggenhet | Kort vei til off.komm | Solrik, innglasset balkong | Fyring inkl.","Bergensveien 20, 0963 Oslo",2600000.0,59.9631,10.8827,https://www.finn.no/realestate/homes/ad.html?finnkode=166256780,12075.0,2840075.0,3032.0,Leilighet,Aksje,1,42.0,50.0,1,1951,2,7639.0,55.0,,582541.0,228000.0,G - mørkegrønn,,,450 63 919,,,,,,,,,,,,,,2840075.0,50.0,56801.5,3946254.725697932,-0.32893649813033043
16,166278118,"Sjarmerende 2-roms selveierleilighet med fyring, VV inkludert. El anlegg 18. Glimrende førstegangskjøp / utleieobjekt.","Rødstuveien 6, 0572 Oslo",3050000.0,59.92969,10.783706,https://www.finn.no/realestate/homes/ad.html?finnkode=166278118,94642.0,3205642.0,2967.0,Leilighet,Eier (Selveier),1,36.0,36.0,2,1939,2,3021.0,,13746.0,754169.0,61000.0,F - mørkegrønn,,,,Ja,,,,,,,,,,,,,3205642.0,36.0,89045.61111111111,3210888.400527245,-0.0016352768143796936
17,165950545,Bjerke/Linderud - Spennende 2-roms oppussingsobjekt - Effektiv planløsning - Balkong - P.plass - Kort vei til tbane,"Sletteløkka 22A, 0597 Oslo",2350000.0,59.9468,10.8471,https://www.finn.no/realestate/homes/ad.html?finnkode=165950545,70792.0,2471792.0,2457.0,Leilighet,Eier (Selveier),1,37.0,37.0,1,1962,2,56783.0,40.0,16249.0,669403.0,51000.0,F - mørkegrønn,,,,,,,,,,,,,,,,,2471792.0,37.0,66805.18918918919,3263414.5666108653,-0.2778306666346406
18,159094823,Rålekker og stilren 3-roms med supersentral beliggenhet - Oppusset i 2019 - Solrik vestvendt balkong - Flytt rett inn!,"HELGESENS GATE 79 A, 0563 Oslo",4450000.0,59.921474,10.775634,https://www.finn.no/realestate/homes/ad.html?finnkode=159094823,18975.0,4724975.0,3204.0,Leilighet,Aksje,2,57.0,57.0,,1952,3,4461.0,64.0,10882.0,,256000.0,G - rød,,,,Ja,,,,,,,,,,,,,4724975.0,57.0,82894.29824561403,4313937.888283275,0.09101111977212462
19,146088116,"Attraktiv frittliggende enebolig over 3 plan med flott, skjermet hage, garasje og biloppstillingsplasser. Barnevennlig","BEKKEVEIEN 16 A + B, 0678 Oslo",8990000.0,59.90529,10.819027,https://www.finn.no/realestate/homes/ad.html?finnkode=146088116,239900.0,9229900.0,,Enebolig,Eier (Selveier),3,140.0,155.0,,1987,5,629.0,170.0,,1900860.0,,F - oransje,,,,Ja,14729.0,,,,,,,,,,,,9229900.0,155.0,59547.74193548387,9461502.164478086,-0.024782947408965583
20,166273793,"Tiltalende, moderne 2-roms andelsleilighet med peis og balkong - Mulighet for leie av p-plass med el-lader!","Kvartsveien 9, 1158 Oslo",3250000.0,59.86499,10.825506,https://www.finn.no/realestate/homes/ad.html?finnkode=166273793,15119.0,3438545.0,2546.0,Leilighet,Andel,1,52.0,52.0,2,1956,2,70721.0,57.0,14160.0,840768.0,173426.0,E - rød,,,,,,,,,,,,,,,,,3438545.0,52.0,66125.86538461539,4051307.057865173,-0.1639911425952416
21,166273067,Pen og klassisk 2-roms m/superattraktiv beliggenh. rett ved trikk/buss og idylliske Stensparken - Nytt bad i 2019 - Heis,"Thereses gate 35B, 0354 Oslo",3790000.0,59.927437,10.731147,https://www.finn.no/realestate/homes/ad.html?finnkode=166273067,,,2682.0,Leilighet,Aksje,1,44.0,44.0,4,1923,2,1480.0,48.0,138385.0,,10622.0,G - mørkegrønn,3800622.0,,,,,,,,,,,,,,,,3790000.0,44.0,86136.36363636363,3631097.729196209,0.0428310117954247
22,166272342,"Smart og moderne 2-roms med balkong, heis og egen garasjeplass. Kort vei til butikker, t-bane og marka!","Spireaveien 10B, 0580 Oslo",3300000.0,59.933716,10.801917,https://www.finn.no/realestate/homes/ad.html?finnkode=166272342,8874.0,3542874.0,4301.0,Leilighet,Andel,1,48.0,48.0,3,2007,2,2687.0,53.0,,,234000.0,,,,,Ja,,,,,,,,,,,,,3542874.0,48.0,73809.875,3841202.393530691,-0.08084717873322589
23,154449666,"Studioleilighet med god planløsning, balkong, heis og moderne standard - Lave felleskost. - Supersentral beliggenhet!","Industrigata 40, 0357 Oslo",3490000.0,59.926376,10.720589,https://www.finn.no/realestate/homes/ad.html?finnkode=154449666,103400.0,3593400.0,1663.0,Leilighet,Eier (Selveier),,34.0,34.0,2,1933,1,,39.0,8965.0,874457.0,,F - mørkegrønn,,,,,,Eiet,,,,,,,,,,,3593400.0,34.0,105688.23529411765,3105836.0683600036,0.14581588520394995
24,161809276,Lekker 2-roms i attraktivt boområde på Holmenkollens solrike vestside | Garasjeplass | Stor og solrik terrasse,"Olaf Bulls vei 28, 0765 Oslo",3850000.0,59.967,10.6431,https://www.finn.no/realestate/homes/ad.html?finnkode=161809276,8251.0,4183735.0,4416.0,Leilighet,Andel,1,60.0,62.0,,1981,2,17184.0,66.0,14884.0,1128762.0,325484.0,E - rød,,,,,,,,,,,,,,,,,4183735.0,62.0,67479.59677419355,4576568.718701378,-0.08974514105130282
25,145924267,Lys og lekker 3-roms hjørne/loftsleilighet med stor solrik takterrasse | 89 m² gulvareal | Ingen innsyn,"Waldemar Thranes gate 17, 0171 Oslo",5990000.0,59.924812,10.74302,https://www.finn.no/realestate/homes/ad.html?finnkode=145924267,164872.0,6154872.0,3460.0,Leilighet,Eier (Selveier),2,70.0,70.0,5,1895,3,523.0,77.0,9060.0,1358617.0,,G - oransje,,,,Ja,,,,,,,,,,,,,6154872.0,70.0,87926.74285714286,4996778.047370343,0.2084506491200866
26,165956297,Torshov - Hyggelig 2-r selveier m enkle oppussingsbehov - Pent bad fra 2009 - Fint kjøkken fra 2015 - Balk. m/kveldssol,"Edvard Griegs allé 23, 0479 Oslo",3000000.0,59.9361,10.7759,https://www.finn.no/realestate/homes/ad.html?finnkode=165956297,89992.0,3309698.0,2984.0,Leilighet,Eier (Selveier),1,43.0,43.0,2,1935,2,6992.0,48.0,20180.0,859954.0,219706.0,E - rød,,,,,,,,,,,,,,,,,3309698.0,43.0,76969.72093023256,3578571.5631125886,-0.07810676951611661
27,166268747,Lys og luftig 2-roms i klassisk bygård med sentral beliggenhet - God takhøyde og praktisk planløsning - Strøm inkl. i FK,"Arups gate 22A, 0192 Oslo",2800000.0,59.906948,10.771861,https://www.finn.no/realestate/homes/ad.html?finnkode=166268747,,,3012.0,Leilighet,Andel,1,27.0,27.0,2,1894,2,767.0,31.0,28043.0,567565.0,,F - rød,,,,Ja,,,,,,,,,,,,,2800000.0,27.0,103703.70370370371,2738152.9057746604,0.022335846083620936
28,166268719,"Lekker og moderne 3-roms toppleilighet med fantastisk utsikt, Balkong, Heis, Innsynsfri og privat atmosfære ved marka","Pilotveien 8, 0770 Oslo",3780000.0,59.94997,10.659227,https://www.finn.no/realestate/homes/ad.html?finnkode=166268719,15147.0,4062767.0,3911.0,Leilighet,Andel,2,61.0,61.0,9,1963,3,11572.0,68.0,9426.0,1162613.0,267620.0,F - rød,,,,,,,,,,,,,,,,,4062767.0,61.0,66602.73770491804,4524042.552617758,-0.10754169560862081
29,166268546,Gjennomgående og romslig 4-roms med innglasset balkong på 12m2 - Utsikt - Garasjeplass - Barnevennlig!,"Ravnkollbakken 68, 0971 Oslo",2350000.0,59.968758,10.891562,https://www.finn.no/realestate/homes/ad.html?finnkode=166268546,12447.0,2854447.0,6685.0,Leilighet,Andel,3,84.0,102.0,4,1972,4,19918.0,105.0,11858.0,948716.0,492000.0,G - rød,,,,Ja,,,,,,,,,,,,,2854447.0,102.0,27984.774509803923,6677615.362046199,-0.8498828130106304
30,166268056,Lekker og nyoppusset 3-roms loftsleilighet med loftstue/messanin. Høy standard. 4 meter takhøyde. Sentral beliggenhet,"Hauchs gate 2B, 0174 Oslo",4250000.0,59.926826,10.75145,https://www.finn.no/realestate/homes/ad.html?finnkode=166268056,7960.0,4502960.0,4896.0,Leilighet,Andel,2,52.0,52.0,5,1897,3,348.0,57.0,28084.0,,245000.0,G - rød,,,,Ja,,,,,,,,,,,,,4502960.0,52.0,86595.38461538461,4051307.057865173,0.10569539892377655
31,166267633,Halv tomannsbolig. 107 m² BRA. 3 soverom. Solrikt. Hage. 3 uteplasser. Garasjeplass. Barnevennlig. Moderniseringsbehov.,"Lerdalstoppen 2, 1258 Oslo",3650000.0,59.83649,10.801302,https://www.finn.no/realestate/homes/ad.html?finnkode=166267633,15147.0,3720147.0,3855.0,Rekkehus,Andel,3,98.0,107.0,1,1982,,22800.0,120.0,32890.0,1108067.0,55000.0,E - lysegrønn,,,,Ja,,,,,,,,,,,,,3720147.0,107.0,34767.72897196261,6940246.192464301,-0.6235740646746528
32,166267564,Klassisk 4- roms hjørneleilighet I 3 soverom I Garasjeplass I Balkong I Rosett & stukkatur I Populær beliggenhet,"Henrik Klausens gate 4, 0452 Oslo",8300000.0,59.930187,10.734125,https://www.finn.no/realestate/homes/ad.html?finnkode=166267564,218700.0,8521571.0,4634.0,Leilighet,Eier (Selveier),3,105.0,105.0,3,1903,4,1378.0,116.0,26716.0,1879020.0,2871.0,G - rød,,,,,,,,,,,,,,,,,8521571.0,105.0,81157.81904761905,6835193.860297061,0.22051588085941276
33,166267511,"TØYEN: Arkitekttegnet, særegen 2-r loftsleil. i 6. etg - Heis - Varmtvann, TV&nett ink. Topp beliggenhet, like v. T-bane","Hagegata 39 B, 0653 Oslo",3200000.0,59.913128,10.776392,https://www.finn.no/realestate/homes/ad.html?finnkode=166267511,7932.0,3425932.0,5040.0,Leilighet,Andel,1,43.0,43.0,6,1899,2,494.0,,10794.0,780487.0,218000.0,G - rød,,,,Ja,,,,,,,,,,,,,3425932.0,43.0,79672.83720930232,3578571.5631125886,-0.043590164586440494
34,160487117,Nyoppusset (2019) og lekker 3-roms selveier beliggende i indre gårdsrom I Vestvendt balkong I 2 bad I Peis,"Erling Skjalgssons gate 20 B (indre gård), 0267 Oslo",9150000.0,59.919346,10.701527,https://www.finn.no/realestate/homes/ad.html?finnkode=160487117,240950.0,9531046.0,4365.0,Leilighet,Eier (Selveier),2,103.0,103.0,4,1900,3,1032.0,120.0,17982.0,2003132.0,140096.0,F - oransje,,,,,,,,,,,,,,,,,9531046.0,103.0,92534.42718446603,6730141.528129819,0.34795829742462736
35,163572101,Fabrikkleilighet fra 2019 med skikkelig New York følelse | Høy Standard | Vannbåren gulvvarme | Heis | Utbyggergaranti,"Bøkkerveien 10 C, 0579 Oslo",3190000.0,59.927887,10.795346,https://www.finn.no/realestate/homes/ad.html?finnkode=163572101,88450.0,3278450.0,1465.0,Leilighet,Eier (Selveier),,33.0,33.0,3,2019,1,12371.0,37.0,,786845.0,,B - mørkegrønn,,,,,,,,,,,,,,,,,3278450.0,33.0,99346.9696969697,3053309.9022763832,0.07114453366678042
36,166104208,Hel tomannbolig o/2 plan | Meget barnevennlig | Nær marka | Stort potensial | Utleiemulighet | Oppussingsbehov |,"Rødtvetkroken 4A, 0956 Oslo",8000000.0,59.9545,10.8616,https://www.finn.no/realestate/homes/ad.html?finnkode=166104208,201252.0,8201252.0,,Tomannsbolig,Eier (Selveier),4,161.0,190.0,,1982,6,589.0,211.0,,1633490.0,,F - rød,,,,,9392.0,,,,,,,,,,,,8201252.0,190.0,43164.484210526316,11299917.977404803,-0.3205086415130225
37,165894270,Klassisk og gjennomgående 3(4)-roms - To solrike balkonger - Peis - Separat kjøkken - IN-ordning - Sentralt og rolig!,"Markveien 56E, 0550 Oslo",3850000.0,59.9197,10.7582,https://www.finn.no/realestate/homes/ad.html?finnkode=165894270,8220.0,5303209.0,9086.0,Leilighet,Andel,2,69.0,72.0,2,1889,3,1195.0,80.0,,,1444989.0,F - oransje,,2019,971 99 566,,,,,,,,,,,,,,5303209.0,72.0,73655.68055555556,5101830.379537583,0.038712735741793125
38,166266339,Meget velholdt 3 opprinnelig 4-roms selveierleilighet med moderniseringsbehov - 3 etg - Flott innglasset balkong!,"Sletteløkka 42 F, 0597 Oslo",2980000.0,59.94978,10.850072,https://www.finn.no/realestate/homes/ad.html?finnkode=166266339,91920.0,3322920.0,5206.0,Leilighet,Eier (Selveier),2,74.0,89.0,3,1959,3,35787.0,98.0,7582.0,,251000.0,E - rød,,,,Ja,,,,,,,,,,,,,3322920.0,89.0,37336.1797752809,5994775.202959132,-0.5900443759038012
39,165940029,"Innbydende 3-roms leilighet med flotte oppgraderinger, balkong og attraktiv beliggenhet med umiddelbar nærhet til marka.","Folke Bernadottes vei 6, 0862 Oslo",3750000.0,59.9648,10.7378,https://www.finn.no/realestate/homes/ad.html?finnkode=165940029,,,2796.0,Leilighet,Andel,2,45.0,45.0,2,1960,,4194.0,50.0,,1341019.0,22000.0,F - rød,3772000.0,,994 24 971,,,,13449.0,,,,,,,,,,3750000.0,45.0,83333.33333333333,3683623.8952798294,0.01785881820163837
40,160158008,Bjørvika/Eufemias plass - Ny & lekker 3-roms selveier kun få meter fra sjøen! Stor solrik balkong på 16 kvm - Utsikt,"Rostockgata 60, 0194 Oslo",6200000.0,59.9066,10.7605,https://www.finn.no/realestate/homes/ad.html?finnkode=160158008,172022.0,6372022.0,2608.0,Leilighet,Eier (Selveier),2,54.0,54.0,3,2019,3,1248.0,60.0,,,,C - rød,,,,,,,,,,,,,,,,,6372022.0,54.0,118000.4074074074,4156359.3900324143,0.4272773001650165
41,155687093,Moderne og stilren 4-roms leilighet fra 2014 med 86 m² gulvareal - Peis - Høy standard,"Rosenhoffgata 7A, 0569 Oslo",5490000.0,59.9295,10.7755,https://www.finn.no/realestate/homes/ad.html?finnkode=155687093,1532.0,5563073.0,3904.0,Leilighet,Andel,3,70.0,70.0,4,1913,4,2882.0,77.0,65885.0,1451181.0,71541.0,G - oransje,,,901 26 841,,,,5196.0,,,,,,,,,,5563073.0,70.0,79472.47142857143,4996778.047370343,0.10735733922366286
42,163556615,Lambertseter: Pen og gjennomgående 2-roms i 3. etg. | Vestvendt balkong | Varmtvann & fyring inkl. | Downlights,"Radarveien 64, 1152 Oslo",2990000.0,59.87475,10.80865,https://www.finn.no/realestate/homes/ad.html?finnkode=163556615,15119.0,3099366.0,4105.0,Leilighet,Andel,1,54.0,54.0,3,1959,2,40999.0,59.0,15991.0,864664.0,94247.0,F - mørkegrønn,,,,Ja,,,,,,,,,,,,,3099366.0,54.0,57395.666666666664,4156359.3900324143,-0.293441970036179
43,165322444,Lys og pen 2-roms med god planløsning og hyggelig balkong - Flytt rett inn!,"Platous gate 33, 0190 Oslo",3200000.0,59.9103,10.7643,https://www.finn.no/realestate/homes/ad.html?finnkode=165322444,87442.0,3287442.0,2066.0,Leilighet,Eier (Selveier),1,33.0,33.0,4,2008,2,1714.0,37.0,8650.0,728336.0,,C - mørkegrønn,,,,,,,,,,,,,,,,,3287442.0,33.0,99619.45454545454,3053309.9022763832,0.07388353870116404
44,158791691,Tiltalende 4-roms leilighet i 3-mannsbolig med markterrasse | Meget barnevennlig | Sjelden mulighet | Oppusset i 2012 |,"Linjeveien 37A, 1087 Oslo",3200000.0,59.9476,10.9202,https://www.finn.no/realestate/homes/ad.html?finnkode=158791691,83752.0,3283752.0,1100.0,Leilighet,Eier (Selveier),3,62.0,65.0,1,1962,4,894.0,71.0,,699997.0,,,,,,,9364.0,,,,,,,,,,,,3283752.0,65.0,50519.26153846154,4734147.21695224,-0.36581493732411197
45,166264395,Fantastisk lekker 3 - roms leilighet i høy 1.etg. | Herlig solrik balkong | Fyring og v.vann inkl.,"Johan Hirschs vei 9, 0678 Oslo",3850000.0,59.899567,10.8078985,https://www.finn.no/realestate/homes/ad.html?finnkode=166264395,15147.0,3874147.0,3277.0,Leilighet,Andel,2,67.0,67.0,1,1958,3,6672.0,74.0,17396.0,914147.0,9000.0,G - rød,,,,Ja,,,,,,,,,,,,,3874147.0,67.0,57823.08955223881,4839199.549119481,-0.22242381509692954
46,166249619,"Nydelig, klassisk 2-roms leilighet med flott beliggenhet ved Sofienbergparken. Nytt bad fra 2012. Ingen dokumentavgift.","Teglverksgata 1, 0553 Oslo",2600000.0,59.9239,10.765,https://www.finn.no/realestate/homes/ad.html?finnkode=166249619,1032.0,2767648.0,2893.0,Leilighet,Andel,2,24.0,24.0,2,1887,2,285.0,26.0,5553.0,536130.0,166616.0,F - rød,,,,,,,,,,,,,,,,,2767648.0,24.0,115318.66666666667,2580574.4075237988,0.06998584931052498
47,166155813,Luftig og koselig 3-roms leilighet|Solrik terrasse på ca. 11 m² med flott utsikt|Garasjeplass|Rolige omgivelser|,"Grefsenkollveien 12E, 0490 Oslo",4950000.0,59.9559,10.7966,https://www.finn.no/realestate/homes/ad.html?finnkode=166155813,125342.0,5090908.0,3988.0,Leilighet,Eier (Selveier),2,76.0,77.0,3,1973,3,37086.0,86.0,20855.0,1395208.0,15566.0,E - rød,,,454 57 593,,,,,,,,,,,,,,5090908.0,77.0,66115.68831168831,5364461.209955686,-0.052339740539613544
48,166264184,PERFEKT 1.GANGSKJØP! Lekker 2-roms selveier m/ - Lave felleskostn. - V.v og fyring inkl. - Smart planløsning - Heis,"Uelands gate 8, 0174 Oslo",3190000.0,59.925625,10.749902,https://www.finn.no/realestate/homes/ad.html?finnkode=166264184,93622.0,3283622.0,1859.0,Leilighet,Eier (Selveier),1,36.0,37.0,2,1938,,835.0,42.0,347.0,824141.0,,F - mørkegrønn,,,,Ja,,,,,,,,,,,,,3283622.0,37.0,88746.54054054055,3263414.5666108653,0.006173021137891865
49,166263641,"Stor, 3-roms v/marka. Utsikt. Oppusset 2001/02/13. Vestvendt. Balkong. VV/fyring inkl. Sentralt. Ca 20 min. til Oslo S.","Rugdeberget 12, 1266 Oslo",2950000.0,59.841824,10.81294,https://www.finn.no/realestate/homes/ad.html?finnkode=166263641,15148.0,3045656.0,4663.0,Leilighet,Andel,2,79.0,79.0,4,1984,,38700.0,86.0,27523.0,845952.0,80508.0,G - mørkegrønn,,,,,,,,,,,,,,,,,3045656.0,79.0,38552.60759493671,5469513.542122927,-0.5854733674103763
50,166263636,Flott og lys 2(3)-roms leilighet - Balkong på ca. 6 m² med pen utsikt - Fyring og v.v inkl. i fellesutgifter,"Schouterrassen 13, 0573 Oslo",3650000.0,59.930832,10.781518,https://www.finn.no/realestate/homes/ad.html?finnkode=166263636,7932.0,3997919.0,4432.0,Leilighet,Andel,1,51.0,,3,1937,2,2941.0,56.0,57585.0,938341.0,339987.0,F - mørkegrønn,,,,Ja,,,,,,,,,,,,,3997919.0,51.0,78390.56862745098,3998780.8917815527,-0.00021556186841031888
51,160193043,"Jomfrubråten/Nordstrand | Lekkert rekkehus | 2 bad, 4 soverom, 2 stuer | Vestvendte uteplasser og hage | Garasjeplass","Jomfruhagen 24, 1179 Oslo",12500000.0,59.887802,10.773438,https://www.finn.no/realestate/homes/ad.html?finnkode=160193043,331235.0,12876235.0,4480.0,Rekkehus,Eier (Selveier),4,143.0,146.0,,2014,6,5351.0,164.0,5858.0,2323095.0,45000.0,B - mørkegrønn,,,,Ja,,,,,,,,,,,,,12876235.0,146.0,88193.3904109589,8988766.6697255,0.35940771433693897
