,FINN-kode,Title,Address,Prisantydning,lat,lng,url,Omkostninger,Totalpris,Felleskost/mnd.,Boligtype,Eieform,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Rom,Tomteareal,Bruttoareal,Fellesformue,Formuesverdi,Fellesgjeld,Energimerking,Pris med fellesgjeld,Renovert år,Mobil,Eierskifte-forsikring,Kommunale avg.,Tomt,Festeavgift,Fax,Felleskost/mnd. etter avdragsfri periode,Sikringsordning,Grunnflate,Utleiedel,Verditakst,Låneverdi,Lånetakst,Telefon,price,area,price_per_m2,predicted_price,priceyness
270,153430249,Lekker 4-roms leilighet med separat hybeldel og solrik balkong | Hybel betjener ca 2 mill i lån-skattefritt*,"Ensjøveien 21D, 0655 Oslo",8250000.0,59.9141,10.7882,https://www.finn.no/realestate/homes/ad.html?finnkode=153430249,199972.0,8449972.0,3866.0,Leilighet,Eier (Selveier),3,100.0,100.0,3,2017,4,4702.0,108.0,,,,C - mørkegrønn,,,906 14 461,,,,,,,,,,,,,,8449972.0,100.0,84499.72,6572563.029878957,0.25125926023846645
271,163261231,"KARLSRUD/LAMBERTSETER: Strøken 3-roms leilighet med stor, vestvendt balkong. Nyere kjøkken fra 2016. VV & fyring inkl.","Radarveien 24, 1152 Oslo",3550000.0,59.878273,10.80606,https://www.finn.no/realestate/homes/ad.html?finnkode=163261231,11400.0,3924011.0,5213.0,Leilighet,Aksje,2,65.0,65.0,3,1962,3,24529.0,72.0,28895.0,992292.0,362611.0,F - mørkegrønn,,,,,,,,,,,,,,,,,3924011.0,65.0,60369.4,4734147.21695224,-0.18768726344013764
272,166057027,"Lys og flott 2- roms hjørneleilighet med solrik balkong, vedovn og gjennomgående god standard. Attraktiv beliggenhet!","Normannsgata 60, 0655 Oslo",3790000.0,59.914,10.7823,https://www.finn.no/realestate/homes/ad.html?finnkode=166057027,12075.0,3877075.0,2906.0,Leilighet,Aksje,1,48.0,49.0,1,1934,2,239.0,54.0,17592.0,859984.0,75000.0,G - oransje,,,920 99 959,,,,,,,,,,,,,,3877075.0,49.0,79123.97959183673,3893728.5596143114,-0.004286193823428874
273,165888547,"Lys og koselig 3-roms med endebeliggenhet, peisovn, og solrik, overbygget balkong med fint utsyn. Attraktivt boområde!","Etterstadsletta 63B, 0660 Oslo",4000000.0,59.9085,10.8019,https://www.finn.no/realestate/homes/ad.html?finnkode=165888547,8219.0,4056219.0,3653.0,Leilighet,Andel,2,67.0,67.0,1,1951,3,42685.0,74.0,6452.0,1084904.0,48000.0,G - oransje,,2018,920 99 959,,,,,,,,,,,,,,4056219.0,67.0,60540.58208955224,4839199.549119481,-0.176498065723937
274,166075502,"Boligen er solgt - Bud direkte til selger! , arealeffektiv og innbydende 2-roms selveier med nyere kjøkken","Bjørn Stallares vei 7, 0574 Oslo",3000000.0,59.931698,10.779598,https://www.finn.no/realestate/homes/ad.html?finnkode=166075502,81442.0,3290442.0,3885.0,Leilighet,Eier (Selveier),1,42.0,42.0,4,1936,2,2594.0,,6416.0,827861.0,209000.0,E - mørkegrønn,,,920 99 959,,0.0,,,,0.0,,,,,,,,3290442.0,42.0,78343.85714285714,3526045.3970289677,-0.06915505657195453
275,165889926,Attraktiv og skjermet 3-roms leilighet beliggende sentralt på Hovin/Lilleberg |2 soverom | Balkong | Bør ses!,"Lillebergsvingen 17, 0662 Oslo",4300000.0,59.9192,10.7965,https://www.finn.no/realestate/homes/ad.html?finnkode=165889926,8219.0,4462219.0,4302.0,Leilighet,Andel,2,63.0,63.0,1,1953,3,70333.0,70.0,39444.0,1036427.0,154000.0,E - rød,,2018,974 84 546,,,,,,,,,,,,,,4462219.0,63.0,70828.87301587302,4629094.884784998,-0.036715183804888696
276,154666630,"Stor enebolig på 191m² i veletablert område med dobbel garasje. To stuer, fire soverom og flott opparbeidet uteområde.","Snøggveien 8F, 1263 Oslo",5950000.0,59.83005,10.81083,https://www.finn.no/realestate/homes/ad.html?finnkode=154666630,163900.0,6113900.0,,Enebolig,Eier (Selveier),4,172.0,191.0,,1983,6,436.0,193.0,,1551905.0,,G - oransje,,,,Ja,17671.0,,,,,,,,,,,,6113900.0,191.0,32009.947643979056,11352444.143488424,-0.6188681963526523
277,159514657,"Nyere funkisbolig med god standard og meget god beliggenhet. Carport, sydvestvendt veranda, hage og gode solforhold.","Stenbråtveien 86, 1283 Oslo",5980000.0,59.855522,10.820117,https://www.finn.no/realestate/homes/ad.html?finnkode=159514657,170400.0,6150400.0,2900.0,Enebolig,Eier (Selveier),4,120.0,132.0,,2015,,169.0,155.0,18648.0,1458144.0,,C - oransje,,,,Ja,,,,,,,,,,,,,6150400.0,132.0,46593.93939393939,8253400.344554814,-0.2941081580533229
278,163654838,Ulven - 3-R toppleil. m/ god planløsning | Solrik balkong | Varmtvann og fyring inkl. | Attraktiv og populær beliggenhet,"Karl Staaffs vei 52, 0665 Oslo",3400000.0,59.9186,10.8124,https://www.finn.no/realestate/homes/ad.html?finnkode=163654838,1032.0,3617032.0,4027.0,Leilighet,Andel,2,66.0,66.0,4,1956,3,54543.0,72.0,11753.0,814874.0,216000.0,F - rød,,,980 27 690,,,,134000.0,,,,,,,,,,3617032.0,66.0,54803.51515151515,4786673.38303586,-0.2801818780504899
279,166203445,"Meget pen, kjedet enebolig i barnevennlig område. Fantastiske uteområder, gode solforhold, garasje og rett ved marka.","Thorn Dønhaugs vei 52, 1271 Oslo",4750000.0,59.82498,10.831003,https://www.finn.no/realestate/homes/ad.html?finnkode=166203445,15148.0,4765148.0,3101.0,Rekkehus,Andel,4,136.0,160.0,,2005,,25375.0,174.0,18186.0,1494939.0,,C - gul,,,,Ja,,,,,,,,,,,,,4765148.0,160.0,29782.175,9724132.994896188,-0.7132821368995099
280,159512256,"Lys, totaloppusset 4-roms selveierleilighet. Romslig planløsning, god standard, to bad og to overbygde balkonger.","Brobekkveien 30, 0598 Oslo",5980000.0,59.940426,10.825492,https://www.finn.no/realestate/homes/ad.html?finnkode=159512256,166300.0,6146300.0,3118.0,Leilighet,Eier (Selveier),3,108.0,110.0,2,1968,,11948.0,119.0,44169.0,1456573.0,,E - rød,,,,Ja,,,,,,,,,,,,,6146300.0,110.0,55875.454545454544,7097824.690715163,-0.1439380807608135
281,166202177,"Bjerkedalen Park - Lys og attraktiv 4-roms toppleilighet med solrik, vestvendt balkong. Svært høy standard. *Parkering.","Brobekkveien 37, 0598 Oslo",3690000.0,59.938755,10.8249855,https://www.finn.no/realestate/homes/ad.html?finnkode=166202177,5260.0,3874030.0,4429.0,Leilighet,Andel,3,66.0,66.0,4,1957,4,44239.0,73.0,19746.0,915226.0,178770.0,G - mørkegrønn,,,,Ja,,,,,,,,,,,,,3874030.0,66.0,58697.42424242424,4786673.38303586,-0.21154036920344232
282,166176761,Enebolig med fin beliggenhet og utsikt til Østensjøvannet,"Agronomveien 13-15, 1187 Oslo",12000000.0,59.883316,10.822681,https://www.finn.no/realestate/homes/ad.html?finnkode=166176761,0.0,12000000.0,0.0,Enebolig,Eier (Selveier),4,214.0,214.0,,1952,,,,,3000000.0,,,,,,,,Eiet,,,,,,Ja,,,,,12000000.0,214.0,56074.766355140186,12560545.963411696,-0.045653978731824196
283,166201772,"Lys og romslig 3-roms oppussingsobjekt med solrik balkong med sjøgløtt, peis og heis. Fyring og varmtvann inkl.","Bygdøy allé 127A, 0273 Oslo",4980000.0,59.91948,10.688041,https://www.finn.no/realestate/homes/ad.html?finnkode=166201772,15843.0,5107079.0,4088.0,Leilighet,Aksje,2,93.0,93.0,3,1955,,2733.0,103.0,4038.0,1721515.0,111236.0,G - mørkegrønn,,,,Ja,,,,,,,,,,,,,5107079.0,93.0,54914.82795698925,6204879.867293614,-0.19470844132956522
284,157183353,"Delikat og særegen 4-roms på 103kvm - Takhøyde på 3,49m(!) - Unikt bygg med fabrikkpreg - Vinterhage på hele 17kvm!","Grønvoll allé 42 - Området er rolig, tilbaketrukket fra trafikken, 0661 Oslo",6550000.0,59.914967,10.795693,https://www.finn.no/realestate/homes/ad.html?finnkode=157183353,180650.0,6730650.0,3703.0,Leilighet,Eier (Selveier),3,80.0,103.0,3,1938,4,3156.0,111.0,,,,C - mørkegrønn,,,,,,,,,,,,,,,,,6730650.0,103.0,65346.11650485437,6730141.528129819,7.554858410152576e-05
285,160247879,Ny og luftig 2-roms hjørneleilighet med god standard. Balkong. Heis. Integrerte hvitevarer. Attraktiv beliggenhet,"Carl Lundgrens vei 16, leil. F-602, 0284 Oslo",4300000.0,59.92051,10.632078,https://www.finn.no/realestate/homes/ad.html?finnkode=160247879,124372.0,4424372.0,1900.0,Leilighet,Eier (Selveier),1,45.0,45.0,6,2019,2,11000.0,,,,,C - oransje,,,,,,,,,,,,,,,,,4424372.0,45.0,98319.37777777777,3683623.8952798294,0.18323132570353273
286,166198463,Koselig og sjamerende klassisk 2-roms beliggende i stille og rolige omgivelser - Peis - V.v. TV og nett inkludert,"Skjelderups gate 13 B, 0559 Oslo",3600000.0,59.92063,10.766463,https://www.finn.no/realestate/homes/ad.html?finnkode=166198463,15148.0,3726105.0,3458.0,Leilighet,Andel,1,46.0,46.0,1,1903,,463.0,51.0,305.0,855058.0,110957.0,G - oransje,,,,Ja,,,,,,,,,,,,,3726105.0,46.0,81002.28260869565,3736150.0613634503,-0.002692233741186101
287,166198222,Manglerud - Innbydende 3-roms toppleilighet med solrik balkong og fantastisk utsikt! Heis. Fyring og vv inkl. *Parkering,"Raukveien 1, 0680 Oslo",3350000.0,59.89343,10.809424,https://www.finn.no/realestate/homes/ad.html?finnkode=166198222,12585.0,3485585.0,3944.0,Leilighet,Andel,2,56.0,58.0,12,1958,3,77000.0,65.0,8826.0,818374.0,123000.0,G - mørkegrønn,,,,Ja,,,,,,,,,,,,,3485585.0,58.0,60096.293103448275,4366464.054366896,-0.2253176483071364
288,166197602,Sjelden 3-roms townhouseleilighet over 2 plan med privat hage - 56 m² gulvareal - Mulighet for parkeringsleie,"Heimdalsgata 12 E, 0561 Oslo",4750000.0,59.917038,10.764379,https://www.finn.no/realestate/homes/ad.html?finnkode=166197602,136090.0,4886090.0,2226.0,Leilighet,Eier (Selveier),2,49.0,51.0,2,1914,3,325.0,57.0,35217.0,1169196.0,,G - rød,,,,Ja,,,,,,,,,,,,,4886090.0,51.0,95805.6862745098,3998780.8917815527,0.20040285503002941
289,155113804,"Meget fin oppgradert 4-roms i en rolig del av Kværnerbyen. 2,8m takhøyde. Stor vestvendt balkong. Heis- garasje.","Freserveien 11, 0195 Oslo",3303000.0,59.90236,10.786031,https://www.finn.no/realestate/homes/ad.html?finnkode=155113804,15147.0,5689147.0,7675.0,Leilighet,Andel,3,79.0,79.0,2,2018,4,6712.0,85.0,8002.0,,2371000.0,C - mørkegrønn,,,,Ja,,,,,,,,,,,,,5689147.0,79.0,72014.51898734177,5469513.542122927,0.03937064426476233
290,166070887,Moderne 2-roms leilighet fra 2008 - Terrasse på 10 m² - IN-ordning - Perfekt førstegangskjøp - Flytt rett inn!,"Økern torgvei 9F, 0580 Oslo",2390000.0,59.9339,10.808,https://www.finn.no/realestate/homes/ad.html?finnkode=166070887,15119.0,3314075.0,5423.0,Leilighet,Andel,1,41.0,,1,2006,2,15106.0,45.0,8069.0,,908956.0,C - lysegrønn,,,,,,,,,,,,,,,,,3314075.0,41.0,80831.09756097561,3473519.2309453473,-0.046989717600705916
291,166193282,"Lys og pen 2-roms med solrik balkong - Ledige p-plasser - V.vann, fyring og internett er inkludert i fellesutgiftene.","Sofienberggata 57 B, 0563 Oslo",3490000.0,59.92035,10.774756,https://www.finn.no/realestate/homes/ad.html?finnkode=166193282,15285.0,3693371.0,3943.0,Leilighet,Andel,1,53.0,53.0,2,1940,2,2161.0,58.0,15136.0,924643.0,188086.0,G - mørkegrønn,,,,Ja,,,,,,,,,,,,,3693371.0,53.0,69686.24528301887,4103833.2239487935,-0.10538187844838731
292,166193236,Lys og lekker 2-roms topp- og endeleilighet med sydvestvendt balkong og hageparsell - Kort vei til off.komm og Østmarka.,"Svaneveien 11, 1187 Oslo",3090000.0,59.880726,10.827269,https://www.finn.no/realestate/homes/ad.html?finnkode=166193236,90500.0,3264500.0,2960.0,Leilighet,Eier (Selveier),1,45.0,45.0,2,1953,2,473.0,50.0,5760.0,945294.0,84000.0,G - oransje,,,,Ja,,,,,,,,,,,,,3264500.0,45.0,72544.44444444444,3683623.8952798294,-0.12079041013612901
293,165907328,"Attraktiv 3-roms med nytt lekkert bad, god planløsning og solrik stor balkong samt garasjeplass","Henrik Sørensens vei 8, 1065 Oslo",3150000.0,59.9384,10.9232,https://www.finn.no/realestate/homes/ad.html?finnkode=165907328,8219.0,3285949.0,2728.0,Leilighet,Andel,2,70.0,70.0,2,1971,3,85115.0,77.0,14454.0,851268.0,127730.0,E - rød,,,,,,,,,,,,,,,,,3285949.0,70.0,46942.12857142857,4996778.047370343,-0.4191378150942562
294,166193304,Lys og pen 2(3)-roms med vestvendt balkong og sentral beliggenhet - Varmtvann/fyring/kabel-tv/internett inkludert.,"Bjerregaards gate 45, 0174 Oslo",4200000.0,59.92653,10.748622,https://www.finn.no/realestate/homes/ad.html?finnkode=166193304,116150.0,4316150.0,3099.0,Leilighet,Eier (Selveier),1,64.0,64.0,4,1937,2,340.0,70.0,614.0,1128966.0,,F - mørkegrønn,,,,Ja,,,,,,,,,,,,,4316150.0,64.0,67439.84375,4681621.050868619,-0.08128062715094764
295,165901142,"Toppleilighet i 9. etasje med flott sjøutsikt, heis og balkong. Sentral og attraktiv beliggenhet","Bygdøy allé 20, 0262 Oslo",3950000.0,59.9166,10.7105,https://www.finn.no/realestate/homes/ad.html?finnkode=165901142,99972.0,4049972.0,2212.0,Leilighet,Eier (Selveier),0,40.0,40.0,9,1936,1,2341.0,46.0,,983605.0,,G - rød,,,959 62 483,,,,,,,,,,,,,,4049972.0,40.0,101249.3,3420993.064861727,0.16877908874634073
296,132062456,Lys og trivelig 2(3)-roms leilghet med solrik balkong. Fantastisk utsikt til byen og fjorden. Nyere flislagt bad. Heis.,"Nåkkves vei 1, 0670 Oslo",3150000.0,59.917496,10.844511,https://www.finn.no/realestate/homes/ad.html?finnkode=132062456,15147.0,3684147.0,5184.0,Leilighet,Andel,1,66.0,66.0,12,1967,2,34959.0,73.0,17459.0,722106.0,519000.0,,,,,,,,,,,,,,,,,,3684147.0,66.0,55820.40909090909,4786673.38303586,-0.26179665821506504
297,165770051,Flott 4-roms hjørneleilighet fra 2007 med balkong og heis. Mulighet for kjøp av garasjeplass.,"Mandalls gate 16, 0190 Oslo",5200000.0,59.9107,10.7628,https://www.finn.no/realestate/homes/ad.html?finnkode=165770051,131222.0,5331222.0,4157.0,Leilighet,Eier (Selveier),3,68.0,68.0,4,2007,4,1616.0,75.0,,1218625.0,,D - mørkegrønn,,,971 13 633,,,,,,,,,,,,,,5331222.0,68.0,78400.32352941176,4891725.715203101,0.08603533196822255
298,165891761,"Romslig 2-roms selveier med terrasse på ca 37 m², heis og garasje. Oppussingsbehov. Kort vei til Nydalen.","Nedre Stabburvei 3, 0873 Oslo",4500000.0,59.9522,10.7603,https://www.finn.no/realestate/homes/ad.html?finnkode=165891761,114092.0,4629092.0,3025.0,Leilighet,Eier (Selveier),1,62.0,62.0,1,1987,2,3924.0,68.0,,1210529.0,15000.0,F - rød,,,469 47 815,,,,,,,,,,,,,,4629092.0,62.0,74662.7741935484,4576568.718701378,0.011411207266586842
299,152817587,Rosenhoff/Sinsen - Lys og gjennomgående 3-roms selveier med lekkert bad fra 2011. *Parkeringsleie.,"Knut Alvssons vei 13, 0574 Oslo",3400000.0,59.933083,10.779584,https://www.finn.no/realestate/homes/ad.html?finnkode=152817587,101450.0,3625892.0,4022.0,Leilighet,Eier (Selveier),2,49.0,49.0,3,1936,3,2921.0,55.0,38243.0,883119.0,124442.0,F - mørkegrønn,,,,Ja,,,,,,,,,,,,,3625892.0,49.0,73997.79591836735,3893728.5596143114,-0.07126687017722766
300,166090627,Meget attraktiv 3-roms beliggende rett ved marka | Flott utsikt | Garasjeplass med el.| Sydvendt balkong | Heis,"Brekkeveien 19, 0884 Oslo",6900000.0,59.9689,10.7738,https://www.finn.no/realestate/homes/ad.html?finnkode=166090627,179472.0,7079472.0,4117.0,Leilighet,Eier (Selveier),2,84.0,84.0,3,2008,3,4894.0,93.0,15806.0,1475155.0,,,,,,,,,,,,,,,,,,,7079472.0,84.0,84279.42857142857,5732144.372541029,0.21110963189013354
301,166184605,Sjarmerende og lys 2-roms toppleilighet med solrik balkong - Utsikt - Peisovn - Originale tregulv,"Trysilgata 1, 0655 Oslo",3750000.0,59.913574,10.783013,https://www.finn.no/realestate/homes/ad.html?finnkode=166184605,18975.0,3847102.0,3022.0,Leilighet,Aksje,1,49.0,50.0,4,1934,2,162.0,56.0,18296.0,872983.0,78127.0,G - oransje,,,,Ja,,,,,,,,,,,,,3847102.0,50.0,76942.04,3946254.725697932,-0.025446820819905014
302,163258416,Lys og arealeffektiv 1(2)-roms med alkove - Sentral beliggenhet - Lave boutgifter - Fyring og v.vann inkl.,"Galgeberg 3B, 0657 Oslo",2950000.0,59.9076,10.7806,https://www.finn.no/realestate/homes/ad.html?finnkode=163258416,8389.0,3074389.0,2261.0,Leilighet,Andel,0,36.0,36.0,1,1935,1,6259.0,40.0,45865.0,682338.0,116000.0,F - lysegrønn,,,,,,,,,,,,,,,,,3074389.0,36.0,85399.69444444444,3210888.400527245,-0.04344147681153032
303,163914404,Lys og fin 3-roms leilighet i høy 1. etasje | Sydvendt balkong med trapp til hage | Gjennomgående | Parkering | Peis,"Ostadalsveien 40 B, 0753 Oslo",4290000.0,59.940258,10.647524,https://www.finn.no/realestate/homes/ad.html?finnkode=163914404,121870.0,4448870.0,2930.0,Leilighet,Eier (Selveier),2,67.0,67.0,1,1953,,12807.0,72.0,119638.0,1189074.0,37000.0,G - oransje,,,,Ja,,,2682.0,,,,,,,,,,4448870.0,67.0,66401.04477611941,4839199.549119481,-0.08409919329048954
304,166182537,Lekker og moderne enebolig |  Attraktivt og populært boligområde | Flotte og solrike uteområder | To garasjeplasser,"Jensmessveien 12 G, 0376 Oslo",16500000.0,59.945503,10.676338,https://www.finn.no/realestate/homes/ad.html?finnkode=166182537,420450.0,16920450.0,2000.0,Enebolig,Eier (Selveier),4,213.0,247.0,,2009,,1501.0,269.0,,3357639.0,,C - rød,,,,Ja,,,,,,,,,,,,,16920450.0,247.0,68503.84615384616,14293909.444171173,0.1686894160249608
305,166182529,Flott 3-roms leilighet i populære Persbråtan | God standard fra 2015 | Sydvestvendt balkong | Parkering | Fyring inkl.,"Persbråtan 9, 0770 Oslo",4350000.0,59.944763,10.66145,https://www.finn.no/realestate/homes/ad.html?finnkode=166182529,19048.0,4672048.0,4271.0,Leilighet,Aksje,2,69.0,69.0,1,1957,,35956.0,76.0,39382.0,1202227.0,303000.0,E - gul,,,,Ja,,,,,,,,,,,,,4672048.0,69.0,67710.84057971014,4944251.881286722,-0.05662814627409141
306,165318768,"Lys og gjennomgående 3-roms selveier med 2 balkonger - Heis - Bredbånd, varmtvann & fyring inkludert - God planløsning","Osterhaus gate 16 F, 0183 Oslo",4400000.0,59.9175,10.7531,https://www.finn.no/realestate/homes/ad.html?finnkode=165318768,111222.0,4511222.0,3104.0,Leilighet,Eier (Selveier),2,58.0,60.0,4,2003,3,2415.0,67.0,4270.0,1337960.0,,E - mørkegrønn,,,934 31 177,,,,,,,,,,,,,,4511222.0,60.0,75187.03333333334,4471516.386534138,0.008840482791203641
307,165889049,Tiltalende 4-roms med høy standard - Sjøutsikt & solrik balkong på 11 m² - Garasjeplass med elbil lader - To bad - Heis,"Operagata 19, 0194 Oslo",12900000.0,59.9073,10.7561,https://www.finn.no/realestate/homes/ad.html?finnkode=165889049,323722.0,13223722.0,3500.0,Leilighet,Eier (Selveier),3,89.0,94.0,4,2019,4,4708.0,,,,,A - mørkegrønn,,,934 31 177,,,,,,,,,,,,,,13223722.0,94.0,140677.89361702127,6257406.033377235,0.7482466103428376
308,166180177,Sjelden mulighet i første rekke mot Akerselva | Meget pen 3-roms hjørneleilighet | Solrik balkong | Garasjeplass | Heis,"Ivan Bjørndals gate 26, 0472 Oslo",7200000.0,59.93778,10.763737,https://www.finn.no/realestate/homes/ad.html?finnkode=166180177,194710.0,7401492.0,3060.0,Leilighet,Eier (Selveier),2,75.0,78.0,2,2001,3,920.0,86.0,21917.0,1429715.0,6782.0,D - rød,,,,Ja,,,,,,,,,,,,,7401492.0,78.0,94890.92307692308,5416987.376039307,0.31214177526973863
309,165412839,"Lys og pen 3-roms beliggende i 2. etasje med adskilt kjøkken, delikat flislagt bad og solrik balkong. Ingen forkjøpsrett","Bølerskogen 4, 0691 Oslo",3420000.0,59.8813,10.8503,https://www.finn.no/realestate/homes/ad.html?finnkode=165412839,1032.0,3640032.0,4533.0,Leilighet,Andel,2,68.0,68.0,2,1959,3,48996.0,75.0,14600.0,924569.0,219000.0,D - lysegrønn,,,473 53 922,,,,552852.0,22 27 72 16,,,,,,,,,3640032.0,68.0,53529.882352941175,4891725.715203101,-0.2955526754054567
310,165880989,"Stilren 3-roms eierleilighet med balkong, utsikt utover Akerselven og heis. Vannbåren gulvvarme og felles takterrasse.","Waldemars hage 2, 0175 Oslo",5900000.0,59.9269,10.7522,https://www.finn.no/realestate/homes/ad.html?finnkode=165880989,154842.0,6069842.0,3341.0,Leilighet,Eier (Selveier),2,62.0,62.0,3,2005,3,6795.0,68.0,14718.0,1205170.0,15000.0,C - lysegrønn,,,952 61 947,,,,,,,,,,,,,,6069842.0,62.0,97900.67741935483,4576568.718701378,0.2823830457905867
311,165410027,2/3-roms selveier | Moderniseringsbehov |Varmtvann og fyring inkl | nærhet til Linderusdsenteret.,"Statsråd Mathiesens vei 3, 0594 Oslo",2950000.0,59.9428,10.8412,https://www.finn.no/realestate/homes/ad.html?finnkode=165410027,76222.0,3048563.0,4469.0,Leilighet,Eier (Selveier),1,70.0,70.0,3,1965,2,18223.0,75.0,33830.0,978020.0,22341.0,G - mørkegrønn,,,930 45 258,,,,,,,,,,,,,,3048563.0,70.0,43550.9,4996778.047370343,-0.4941229821458979
312,165188298,Sjarmerende og velholdt halvpart av vertikaldelt tomannsbolig med flott utsikt og garasje,"Vardeveien 13A, 1182 Oslo",7990000.0,59.8952,10.7934,https://www.finn.no/realestate/homes/ad.html?finnkode=165188298,201222.0,8191222.0,,Tomannsbolig,Eier (Selveier),3,120.0,120.0,3,1954,5,2332.0,137.0,,1802572.0,,,,,481 93 348,,,,,,,,,,,,,,8191222.0,120.0,68260.18333333333,7623086.351551368,0.07188177237720694
313,165882231,Lys og arealeffektiv | Hjørneleilighet |Vestvendt balkong | Utsikt | Barnevennlig.,"Steinspranget 18, 1156 Oslo",3300000.0,59.8696,10.8248,https://www.finn.no/realestate/homes/ad.html?finnkode=165882231,8219.0,3395219.0,3240.0,Leilighet,Andel,2,64.0,66.0,4,1953,3,39302.0,72.0,21060.0,992292.0,87000.0,G - rød,,,469 35 830,,,,,,,,,,,,,,3395219.0,66.0,51442.71212121212,4786673.38303586,-0.3434674125345918
314,165931280,Lys og gj.gående 2-roms med vestvendt balkong - Lave felleskostnader - Perfekt førstegangskjøp,"Gråsteinveien 20, 1157 Oslo",2800000.0,59.8683,10.817,https://www.finn.no/realestate/homes/ad.html?finnkode=165931280,8219.0,2887219.0,2314.0,Leilighet,Andel,1,51.0,51.0,1,1955,2,52320.0,56.0,,,79000.0,,,,481 93 348,,,,,,,,,,,,,,2887219.0,51.0,56612.13725490196,3998780.8917815527,-0.3256957825162292
315,165325752,"Pen og lys 1-roms selveier - Garasjeplass - Perfekt for førstegangskjøpere, utleie eller pendlere","Sandstuveien 52D, 1184 Oslo",2300000.0,59.8871,10.8033,https://www.finn.no/realestate/homes/ad.html?finnkode=165325752,58722.0,2444722.0,1741.0,Leilighet,Eier (Selveier),1,26.0,26.0,3,1956,1,2848.0,29.0,,,86000.0,,,,481 93 348,,,,,,,,,,,,,,2444722.0,26.0,94027.76923076923,2685626.7396910395,-0.09398270829490407
316,166094001,"Lekker oppusset del av horisontaldelt bolig med attraktiv beliggenhet, 2 bad, kjellerstue med sovealkove, hage, garasje.","Brannfjellveien 26B, 1181 Oslo",9000000.0,59.8984,10.7829,https://www.finn.no/realestate/homes/ad.html?finnkode=166094001,8857.0,9058857.0,3292.0,Tomannsbolig,Andel,2,124.0,136.0,,1949,5,1989.0,157.0,29604.0,1405159.0,50000.0,G - oransje,,,,,,,,,,,,,,,,,9058857.0,136.0,66609.24264705883,8463505.008889295,0.06797956168649222
317,166160066,"Supersentral, gjennomført og stilig 2-R med gjennomgående planløsning - Separat kjøkken og soverom vendt mot indre gård!","Øvrefoss 10J, 0555 Oslo",3500000.0,59.9278,10.7576,https://www.finn.no/realestate/homes/ad.html?finnkode=166160066,12075.0,3636092.0,3430.0,Leilighet,Aksje,1,50.0,50.0,,1940,2,1072.0,55.0,68330.0,924643.0,124017.0,G - mørkegrønn,,,,,,,,,,,,,,,,,3636092.0,50.0,72721.84,3946254.725697932,-0.08185747988007108
318,166158168,Meget tiltalende og lys 2-roms i moderne bygg fra 2011 med balkong og heis. Lave felleskostnader! Fyring & v.vann inkl.,"Frydenbergveien 58, 0575 Oslo",3200000.0,59.9293,10.7899,https://www.finn.no/realestate/homes/ad.html?finnkode=166158168,86972.0,3286972.0,2368.0,Leilighet,Eier (Selveier),1,37.0,37.0,4,2011,2,299.0,41.0,6226.0,873749.0,,D - mørkegrønn,,,,,,,,,,,,,,,,,3286972.0,37.0,88837.08108108108,3263414.5666108653,0.007192715944865924
319,165907328,"Attraktiv 3-roms med nytt lekkert bad, god planløsning og solrik stor balkong samt garasjeplass","Henrik Sørensens vei 8, 1065 Oslo",3150000.0,59.9384,10.9232,https://www.finn.no/realestate/homes/ad.html?finnkode=165907328,8219.0,3285949.0,2728.0,Leilighet,Andel,2,70.0,70.0,2,1971,3,85115.0,77.0,14454.0,851268.0,127730.0,E - rød,,,,,,,,,,,,,,,,,3285949.0,70.0,46942.12857142857,4996778.047370343,-0.4191378150942562
320,166165829,Meget populært og pent rekkehus med svært barnevennlig beliggenhet kun to minutter fra Østmarka. To nyoppussede bad.,"Kampheimveien 49E, 0685 Oslo",6500000.0,59.8971,10.852307,https://www.finn.no/realestate/homes/ad.html?finnkode=166165829,21145.0,6631145.0,3610.0,Rekkehus,Andel,3,111.0,123.0,,1954,5,23036.0,140.0,29620.0,1228862.0,110000.0,D - oransje,,,,Ja,,,,,,,,,,,,,6631145.0,123.0,53911.74796747968,7780664.84980223,-0.15986430167586185
322,166104626,Pen og sjarmerende 2-roms leilighet | Nytt bad 2014 og kjøkken 2015 | Lave felleskostnader | Praktiske løsninger,"Hausmanns gate 19B, 0182 Oslo",3400000.0,59.9166,10.7554,https://www.finn.no/realestate/homes/ad.html?finnkode=166104626,7932.0,3428943.0,2458.0,Leilighet,Andel,1,40.0,40.0,5,1896,2,1040.0,44.0,16212.0,988674.0,21011.0,,,,,,,,,,,,,,,,,,3428943.0,40.0,85723.575,3420993.064861727,0.0023211716525253223
323,162873328,Påkostet 4-roms hjørneleilighet med solrik balkong på 16 kvm og garasje med elbillader - Vannbåren varme i gulv,"Grønvoll allé 28, 0661 Oslo",6800000.0,59.91482,10.796482,https://www.finn.no/realestate/homes/ad.html?finnkode=162873328,186900.0,6986900.0,3121.0,Leilighet,Eier (Selveier),3,82.0,82.0,3,2018,4,4878.0,90.0,5336.0,,,C - lysegrønn,,,,,,,,,,,,,,,,,6986900.0,82.0,85206.09756097561,5627092.040373788,0.21644416993893678
