,Address,Boligtype,Bruksareal,Bruttoareal,Byggeår,Eieform,Eierskifte-forsikring,Energimerking,Etasje,FINN-kode,Fellesformue,Fellesgjeld,Felleskost/mnd.,Formuesverdi,Omkostninger,Primærrom,Prisantydning,Soverom,Title,Tomteareal,Totalpris,lat,lng,url,Rom,Kommunale avg.,Mobil,Renovert år,Festeavgift,Pris med fellesgjeld,Fax,Tomt,Felleskost/mnd. etter avdragsfri periode,Sikringsordning,Grunnflate,Utleiedel,Låneverdi,Verditakst,Lånetakst,Telefon
60,"Stenbråtveien 83 B, 1283 Oslo",Rekkehus,133.0,156.0,2014,Andel,Ja,B - gul,,166257686,53285.0,2985000.0,9914.0,1363424.0,15147.0,120.0,3250000.0,3,Lekkert lavenergihus med flott beliggenhet i øverste rekke - Optimale solforhold og takterrasse med sjøutsikt - Garasje,13732.0,6250147.0,59.85375,10.82143,https://www.finn.no/realestate/homes/ad.html?finnkode=166257686,4,,,,,,,,,,,,,,,
61,"Tokerudberget 15, 0986 Oslo",Leilighet,47.0,52.0,1972,Eier (Selveier),,E - rød,3,165224852,38224.0,81000.0,4062.0,560832.0,54492.0,45.0,2050000.0,1,2-roms selveierleilighet - Oppussingsobjekt - Garasjeplass - Kort vei til Stovner Senter og T-bane!,21485.0,2185492.0,59.9638,10.9235,https://www.finn.no/realestate/homes/ad.html?finnkode=165224852,2,,473 30 360,,,,,,,,,,,,,
62,"Brennaveien 120B, 1279 Oslo",Enebolig,213.0,235.0,1986,Eier (Selveier),Ja,F - mørkegrønn,,166257536,,,,2010364.0,172650.0,167.0,6300000.0,5,"Innholdsrik og stor enebolig med dobbeltgarasje, 3-roms hybelleilighet, solrike uteplasser og meget sentral beliggenhet.",740.0,6472650.0,59.845978,10.844045,https://www.finn.no/realestate/homes/ad.html?finnkode=166257536,,9108.0,,,,,,,,,,,,,,
63,"Kristins vei 16, 0669 Oslo",Leilighet,48.0,53.0,1965,Andel,,,1,166106500,19925.0,127000.0,2896.0,633286.0,8219.0,44.0,2850000.0,1,Innbydende 2-roms med 8 m² solrik balkong. Nytt bad kommer 2020. Walk-in closet. Kort vei til T-bane/buss og senter.,99969.0,2985219.0,59.914852,10.834188,https://www.finn.no/realestate/homes/ad.html?finnkode=166106500,2,,482 03 069,,,,,,,,,,,,,
64,"Rødbergveien 1C, 0591 Oslo",Leilighet,71.0,78.0,1953,Andel,,G - mørkegrønn,,165931745,6838.0,372330.0,4457.0,915226.0,8220.0,65.0,3650000.0,2,Tiltalende 3-roms leilighet i et rolig og tilbaketrukket område med nærhet til marka|Kort vei til kollektiv transport,29469.0,4030550.0,59.9467,10.8166,https://www.finn.no/realestate/homes/ad.html?finnkode=165931745,3,,930 45 258,,,,,,,,,,,,,
65,"Garver Ytteborgs vei 139, 0977 Oslo",Leilighet,34.0,31.0,1969,Andel,,E - mørkegrønn,1,165952876,6164.0,133000.0,2201.0,821670.0,8219.0,31.0,2200000.0,0,Pen og arealeffektiv 1(2)-roms | 13 min til Oslo S | Varmt vann og fyring inkl. | Nytt bad fra 2019 | Heis |Balkong,132000.0,2341219.0,59.9507,10.9189,https://www.finn.no/realestate/homes/ad.html?finnkode=165952876,1,,906 76 337,,,,,,,,,,,,,
66,"Torshovgata 15C, 0476 Oslo",Leilighet,37.0,42.0,1939,Aksje,,D - rød,4,166093579,19509.0,57000.0,3035.0,769148.0,12075.0,37.0,3250000.0,1,Lys og betydelig påkostet 2-R - Fyr/VV. inkl. - Brannbalk. - Ingen innsyn/ vakkert utsyn - Kjøkken/overflater fra 2016,6717.0,3319075.0,59.933,10.766,https://www.finn.no/realestate/homes/ad.html?finnkode=166093579,2,,485 02 050,,,,,,,,,,,,,
67,"Johan Castbergs vei 36, 0673 Oslo",Leilighet,71.0,78.0,1969,Eier (Selveier),,F - mørkegrønn,2,165966547,20616.0,187000.0,4185.0,860282.0,,71.0,3200000.0,3,"Lekker 4-roms selveier i 2 etg |V.v & fyring ink|Vestvendt og solrik balkong |Parkering|Kort vei til ""alt""!",33109.0,,59.9215,10.8674,https://www.finn.no/realestate/homes/ad.html?finnkode=165966547,4,,906 76 337,,,3387000.0,,,,,,,,,,
68,"Prost Hallings vei 14, 0666 Oslo",Leilighet,67.0,74.0,1953,Andel,,G - oransje,3,165457855,17000.0,57000.0,3845.0,830137.0,8219.0,67.0,3500000.0,2,Pen og attraktiv 3-roms toppleilighet med vestvendt balkong og peis. Flotte og parkmessige fellesareal.,99627.0,3565219.0,59.9156,10.8187,https://www.finn.no/realestate/homes/ad.html?finnkode=165457855,3,,406 17 469,,,,,,,,,,,,,
69,"Kirkeveien 83, 0361 Oslo",Leilighet,95.0,104.0,1922,Eier (Selveier),Ja,F - lysegrønn,4,166255985,70411.0,103033.0,4365.0,1579741.0,204317.0,92.0,7450000.0,2,Lys og gjennomgående 3-roms - Flotte parkmessige fellesarealer - Begge soverom mot bakgård - P-plass etter venteliste,,7757350.0,59.931892,10.723712,https://www.finn.no/realestate/homes/ad.html?finnkode=166255985,3,,,,,,,,,,,,,,,
70,"Zetlitz' gate 1D, 0165 Oslo",Leilighet,52.0,59.0,1875,Andel,,,1,166062693,,,2204.0,,1032.0,52.0,3980000.0,1,Lekker og gjennomført 2-roms med klassiske detaljer som stukkatur og rosett. Skjermet beliggenhet! Soverom mot bakgård.,571.0,3981032.0,59.9201,10.7419,https://www.finn.no/realestate/homes/ad.html?finnkode=166062693,3,,954 01 810,,,,,,,,,,,,,
71,"Heimdalsgata 36, 0578 Oslo",Leilighet,83.0,91.0,1988,Andel,,E - rød,4,166013812,26035.0,96490.0,4636.0,1225933.0,8357.0,77.0,4895000.0,2,"Stor, velholdt og gjennomgående 3-roms med garasje - Innglasset balkong på 6,3 m² - Smart planløsning - Stort bad - Heis",1986.0,4999847.0,59.9146,10.767,https://www.finn.no/realestate/homes/ad.html?finnkode=166013812,3,,,,,,,,,,,,,,,
72,"Fossveien 12A, 0551 Oslo",Leilighet,74.0,82.0,1899,Andel,,G - rød,4,165958481,51786.0,188227.0,4571.0,1212191.0,1032.0,72.0,5800000.0,2,"Ettertraktet klassisk 3(4)-roms med spisekjøkken - Vestvendt balkong på 4 m² - Takhøyde 2,84m - Utvidet bad fra 2012",665.0,5989259.0,59.9239,10.7551,https://www.finn.no/realestate/homes/ad.html?finnkode=165958481,4,,,,,,,,,,,,,,,
73,"Colletts gate 10B, 0169 Oslo",Leilighet,35.0,39.0,1936,Andel,,G - rød,3,165975426,32360.0,66004.0,2737.0,807080.0,1032.0,35.0,3100000.0,1,"Gjennomgående og arealsmart 2-roms med balkong - Takhøyde målt til 2,76 m - Originalt tregulv - Separat kjøkken",626.0,3167036.0,59.925198,10.736917,https://www.finn.no/realestate/homes/ad.html?finnkode=165975426,2,,,,,,,,,,,,,,,
74,"Ravnkollbakken 74, 0971 Oslo",Leilighet,62.0,65.0,1971,Andel,,E - rød,1,165964174,6285.0,260412.0,3543.0,623253.0,8219.0,48.0,2195000.0,1,Perfekt førstegangskjøp! - Romslig 2-roms med innglasset veranda på 14 m² og privat hage - God planløsning - Nær marka,70844.0,2463631.0,59.9691,10.8922,https://www.finn.no/realestate/homes/ad.html?finnkode=165964174,2,,,,,,,,,,,,,,,
75,"Beverveien 5, 0596 Oslo",Leilighet,86.0,,1955,Andel,,F - rød,3,166254827,45516.0,102643.0,3964.0,1120022.0,15120.0,86.0,3400000.0,2,VEITVET- Lekker 3-roms leilighet over to plan med stor vestvendt balkong med gode solforhold. Ingen dok.avgift.,28287.0,3517763.0,59.942566,10.844882,https://www.finn.no/realestate/homes/ad.html?finnkode=166254827,3,,,,304932.0,,,,,,,,,,,
76,"Thorvald Meyers gate 85 G, 0550 Oslo",Leilighet,105.0,116.0,1892,Eier (Selveier),,G - oransje,4,155021048,15258.0,164000.0,5182.0,1601472.0,172572.0,105.0,6690000.0,2,Klassisk 3½-roms hjørneleilighet |To peiser|Separat kjøkken|Bibliotek|Arealeffektiv planløsning|Delikat bad|Må sees!,2692.0,7026572.0,59.9193,10.7591,https://www.finn.no/realestate/homes/ad.html?finnkode=155021048,3,,971 99 566,,,,22 80 54 95,,,,,,,,,
77,"Agmund Bolts Vei 23, 0664 Oslo",Leilighet,45.0,50.0,1954,Andel,,F - oransje,1,166254650,19466.0,155842.0,2386.0,653190.0,8857.0,45.0,3200000.0,1,Meget pen 2-roms leilighet med hyggelig peisovn og solrik balkong. Lave fellesutgifter. Ingen dokumentavgift.,28.0,3364699.0,59.9143,10.8138,https://www.finn.no/realestate/homes/ad.html?finnkode=166254650,2,,,,,,,,,,,,,,,
78,"Parkveien 1 A, 0350 Oslo",Leilighet,46.0,50.0,1892,Eier (Selveier),,G - rød,,163279821,1909.0,40789.0,3091.0,,104754.0,46.0,4100000.0,1,Lekker og arealeffektiv 2-roms med markterrasse i meget attraktivt boområde sentralt i Oslo - Totalrenovert i 2018,783.0,4245543.0,59.9226,10.7319,https://www.finn.no/realestate/homes/ad.html?finnkode=163279821,2,,,,,,,,,,,,,,,
79,"Konows gate 83 C, 0196 Oslo",Leilighet,96.0,105.0,2011,Eier (Selveier),Ja,D - rød,2,166254265,8470.0,,3774.0,1654396.0,173650.0,92.0,6500000.0,3,"Lys og lekker 4-roms selveier-/hjørneleilighet m/2 balkonger, garasjeplass med elbillader, heis og fin utsikt over byen.",5390.0,6673650.0,59.901356,10.792369,https://www.finn.no/realestate/homes/ad.html?finnkode=166254265,4,,,,,,,,,,,,,,,
80,"Jacob Aalls gate 11, 0368 Oslo",Leilighet,35.0,40.0,2006,Eier (Selveier),,D - rød,2,149453862,5774.0,,2413.0,991257.0,97847.0,35.0,3490000.0,1,Lys og pen 2-roms selveier med god standard | God planløsning | Bygg fra 2006 | Fransk balkong | Attraktiv beliggenhet,261.0,3587847.0,59.9274,10.7149,https://www.finn.no/realestate/homes/ad.html?finnkode=149453862,2,,916 24 767,,,,,,,,,,,,,
81,"Øvre Ljanskoll vei 30J, 1169 Oslo",Tomannsbolig,127.0,142.0,1968,Eier (Selveier),,G - rød,3,163189020,,,,1996803.0,176222.0,117.0,6800000.0,3,Vertikaldelt tomannsbolig over 3 plan | Fjordutsikt | Høyt og fritt beliggende | Flott naturtomt | Kjk/bad 2015,447.0,6976222.0,59.8433,10.7996,https://www.finn.no/realestate/homes/ad.html?finnkode=163189020,5,12919.0,926 01 461,2019,,,23 03 01 88,,,,,,,,,
82,"Frysjaveien 7 A, 0883 Oslo",Leilighet,66.0,71.0,1953,Andel,Ja,E - rød,1,166253061,,158000.0,3939.0,1244302.0,15147.0,66.0,4100000.0,2,Brekke - Meget tiltalende 3-roms leilighet med usjenert balkong. Nytt bad. Kjøkken fra 2016. God planløsning.,20430.0,4273147.0,59.960598,10.767831,https://www.finn.no/realestate/homes/ad.html?finnkode=166253061,,,,,,,,,,,,,,,,
83,"Bølerlia 6, 0691 Oslo",Leilighet,52.0,52.0,1955,Andel,,,11,165932547,18755.0,112581.0,3476.0,684192.0,1062.0,45.0,2800000.0,1,Lys 2-roms i 11. etg - Balkong med flott utsikt - Heis - Ingen forkjøpsrett - Rett ved Østmarka,37784.0,2913643.0,59.8818,10.8461,https://www.finn.no/realestate/homes/ad.html?finnkode=165932547,2,,,,,,,,,,,,,,,
84,"Badebakken 12, 0467 Oslo",Leilighet,94.0,104.0,2000,Eier (Selveier),Ja,E - rød,1,161583152,43348.0,150593.0,4801.0,1752424.0,190700.0,94.0,6900000.0,3,"Stor, lys og innholdsrik 4-roms I Privat sydvendt terrasse og hage på ca. 26m² I Garasje I Barnevennlig og rolig område",18323.0,7241293.0,59.94657,10.762237,https://www.finn.no/realestate/homes/ad.html?finnkode=161583152,4,,,,,,,,,,,,,,,
85,"Åsstubben 66, 0381 Oslo",Leilighet,115.0,122.0,1984,Eier (Selveier),,,1,165276873,42318.0,30000.0,3883.0,1877972.0,241022.0,112.0,9000000.0,3,"Lys og gjennomgående 4-roms endeleilighet med terrasse, platting & hage | Panoramautsikt over Oslo by | Garasjeplass",31766.0,9271022.0,59.9297,10.652,https://www.finn.no/realestate/homes/ad.html?finnkode=165276873,4,,,,,,,,,,,,,,,
86,"Frydenlundgata 4, 0169 Oslo",Leilighet,87.0,94.0,1899,Eier (Selveier),Ja,G - oransje,1,161665165,23516.0,,3349.0,1559804.0,173650.0,85.0,6500000.0,2,Meget attraktiv hjørneleilighet med god planløsning og klassiske detaljer på ettertraktet beliggenhet i rolig gate,732.0,6673650.0,59.92373,10.736532,https://www.finn.no/realestate/homes/ad.html?finnkode=161665165,3,,,,,,,,,,,,,,,
87,"Biskop Jens Nilssøns gate 19B, 0659 Oslo",Leilighet,55.0,60.0,2004,Andel,,C - lysegrønn,4,165754762,,,3266.0,1012741.0,,53.0,3950000.0,1,Meget attraktiv 2-roms leilighet med god standard - Nytt kjøkken 2018 - Balkong - Garasje - Heis - Sentral beliggenhet,11070.0,,59.9071,10.7957,https://www.finn.no/realestate/homes/ad.html?finnkode=165754762,2,,,,,,,,,,,,,,,
88,"Arnebråtveien 72, 0771 Oslo",Tomannsbolig,202.0,223.0,1964,Andel,Ja,F - rød,,166250466,,367000.0,4283.0,3257636.0,,189.0,14100000.0,4,"VESTRE HOLMEN, Stor, utbygget halvpart av vertikaldelt tomannsbolig med skjermet beliggenhet - Solrike uterom - Garasje",10093.0,,59.952213,10.659955,https://www.finn.no/realestate/homes/ad.html?finnkode=166250466,,,,,,14467000.0,,,,,,,,,,
89,"Olaf Schous vei 3, 0572 Oslo",Leilighet,35.0,,1938,Eier (Selveier),Ja,F - mørkegrønn,4,166250273,18487.0,47000.0,2904.0,648348.0,89792.0,35.0,3100000.0,1,"Arealeffektiv 2-roms selveierleilighet med balkong, fyring, VV inkludert. El anlegg 13. Sentral og populær beliggenhet.",1936.0,3236792.0,59.93025,10.782363,https://www.finn.no/realestate/homes/ad.html?finnkode=166250273,2,,,,,,,,,,,,,,,
90,"Toftes gate 47, 0552 Oslo",Leilighet,34.0,40.0,1890,Andel,Ja,G - rød,1,166250215,30440.0,226003.0,3498.0,754169.0,7932.0,34.0,3400000.0,1,"Lys, gjennomgående 2-roms leilighet renovert i 2010. God plan- og romløsning. Populær beliggenhet og nærhet til ""alt""",796.0,3633935.0,59.923912,10.760331,https://www.finn.no/realestate/homes/ad.html?finnkode=166250215,,,,,,,,,,,,,,,,
91,"Lybekkveien 39B, 0770 Oslo",Leilighet,65.0,72.0,1952,Eier (Selveier),Ja,C - oransje,1,166249915,,111000.0,4237.0,1135943.0,,65.0,3980000.0,2,"HOLMEN, Lys og gj.gående 3-roms med sydvendt balkong - Peis - Idyllisk sameie - P-plass - Sentralt - Nær marka",11965.0,,59.948246,10.662393,https://www.finn.no/realestate/homes/ad.html?finnkode=166249915,3,,,,,4091000.0,,,,,,,,,,
92,"Frysjaveien 5, 0883 Oslo",Leilighet,68.0,74.0,1969,Eier (Selveier),Ja,C - oransje,1,159887485,142990.0,334932.0,4995.0,1266949.0,134472.0,68.0,4600000.0,2,"Korsvoll: Attraktiv og romslig 3-roms selveier med utsikt mot byen, heisadkomst, sydvendt balkong. Populær beliggenhet.",21015.0,5069404.0,59.95978,10.766213,https://www.finn.no/realestate/homes/ad.html?finnkode=159887485,,,,,,,,,,,,,,,,
93,"Laura Gundersens gate 4B, 0168 Oslo",Leilighet,29.0,33.0,1938,Eier (Selveier),,G - mørkegrønn,6,156549551,734.0,52841.0,2217.0,701891.0,107200.0,29.0,3790000.0,1,2-roms toppleilighet med 18m² vestvendt takterrasse - Selveier - Heis - Rolig sidegate - Vv. & fyring inkl. - Må sees!,912.0,3950041.0,59.92651,10.732413,https://www.finn.no/realestate/homes/ad.html?finnkode=156549551,2,,,,,,,,,,,,,,,
94,"Oppsaltoppen 19 B, 0687 Oslo",Leilighet,54.0,60.0,1958,Andel,,E - mørkegrønn,2,165827519,11857.0,18000.0,2931.0,945294.0,8357.0,54.0,2970000.0,1,Stor og lys 2-roms leilighet beliggende i 2. etasje med solrik og usjenert balkong. Fyring og varmtvann inkl.,19665.0,2996357.0,59.8989,10.8507,https://www.finn.no/realestate/homes/ad.html?finnkode=165827519,2,,902 61 819,2018,,,22 69 10 13,,,,,,,,,
95,"Teglverksgata 1, 0553 Oslo",Leilighet,24.0,26.0,1887,Andel,,F - rød,2,166249619,5553.0,166616.0,2893.0,536130.0,1032.0,24.0,2600000.0,2,"Nydelig, klassisk 2-roms leilighet med flott beliggenhet ved Sofienbergparken. Nytt bad fra 2012. Ingen dokumentavgift.",285.0,2767648.0,59.9239,10.765,https://www.finn.no/realestate/homes/ad.html?finnkode=166249619,2,,,,,,,,,,,,,,,
96,"Klaus Torgårds vei 12B, 0372 Oslo",Leilighet,87.0,,2005,Eier (Selveier),Ja,,4,166249447,12382.0,7778.0,2796.0,1324164.0,183820.0,87.0,6900000.0,2,"Stor og lekker 3-roms selveier i moderne bygg. Solrik, vestvendt balkong på 14,5 kvm. Garasjeplass og heis.",17798.0,7091598.0,59.951355,10.7255745,https://www.finn.no/realestate/homes/ad.html?finnkode=166249447,3,,,,,,,,,,,,,,,
97,"Kalbakkveien 17, 0953 Oslo",Leilighet,71.0,78.0,1959,Andel,,C - lysegrønn,5,166249227,20718.0,67000.0,4506.0,824025.0,1032.0,63.0,2900000.0,2,3-roms hjørneleilighet med innglasset balkong| V.vann og fyring inkl. | Ingen forkjøpsrett | Bad tatt i regi av brl | Kj,90365.0,2968032.0,59.9535,10.8747,https://www.finn.no/realestate/homes/ad.html?finnkode=166249227,3,,909 35 456,,150000.0,,,,,,,,,,,
98,"Glückstads gate 5C, 0170 Oslo",Leilighet,64.0,70.0,1899,Eier (Selveier),,F - rød,4,165691491,11423.0,59644.0,3313.0,1263442.0,148492.0,64.0,5500000.0,2,St. Hanshaugen - Lys og moderne 3-roms leilighet i 4. etasje - Pusset opp i 2016 - Populært område - Sentralt,805.0,5708136.0,59.9223,10.7377,https://www.finn.no/realestate/homes/ad.html?finnkode=165691491,2,,,,,,,,,,,,,,,
99,"Årvollveien 21, 0590 Oslo",Leilighet,79.0,86.0,2013,Andel,,D - mørkegrønn,1,163599305,,,3294.0,1216420.0,8220.0,76.0,5300000.0,2,ÅRVOLL SENTER - 3roms m/garasjeplass |Markterrasse |Felles takterrasse |Nedbetalt fellesgjeld |Marka,5777.0,5308220.0,59.9456,10.8095,https://www.finn.no/realestate/homes/ad.html?finnkode=163599305,3,,417 58 300,,,,,,,,,,,,,
100,"Grefsenkollveien 16 C, 0490 Oslo",Leilighet,100.0,110.0,2011,Eier (Selveier),,C - rød,1,165902144,,,4224.0,1829918.0,207187.0,97.0,7480000.0,4,"Lekker 4-roms på 97 kvm m/ vestvendt markterrasse på 19 kvm, 2 bad, gasspeis, heis og garasjeplass m/lader til elbil",3542.0,7687187.0,59.9534,10.797,https://www.finn.no/realestate/homes/ad.html?finnkode=165902144,,,,,,,,,,,,,,,,
101,"Neuberggata 10B, 0367 Oslo",Leilighet,50.0,57.0,1898,Eier (Selveier),Ja,F - rød,4,166246559,22363.0,69288.0,2430.0,1178069.0,,50.0,3900000.0,1,Klassisk 2-roms selveierleilighet med svært rolig beliggenhet i indre gårdsrom - Rosett og stukkatur - Mulighet for peis,805.0,,59.925846,10.713958,https://www.finn.no/realestate/homes/ad.html?finnkode=166246559,,,,,,3969288.0,,,,,,,,,,
102,"Ullevålsalléen 4C, 0852 Oslo",Leilighet,37.0,41.0,1962,Eier (Selveier),Ja,G - rød,2,166247443,5268.0,12207.0,2918.0,825080.0,104700.0,37.0,3500000.0,1,"Ullevål - Attraktiv 2-roms selveier m/balkong, usjenert beliggenhet og moderne løsninger. Bo rolig, men sentralt",1597.0,3616907.0,59.93964,10.731941,https://www.finn.no/realestate/homes/ad.html?finnkode=166247443,,,,,,,,,,,,,,,,
103,"Trondheimsveien 2F, 0560 Oslo",Leilighet,51.0,56.0,2009,Eier (Selveier),Ja,D - mørkegrønn,3,166247445,19342.0,,2738.0,1055302.0,116650.0,51.0,3990000.0,1,"Lekker og attraktiv 2-roms selveierleilighet m/nytt kjøkken, balkong, heis og lave f.utgifter. Fyring og varmtvann inkl",2958.0,4106650.0,59.919003,10.761102,https://www.finn.no/realestate/homes/ad.html?finnkode=166247445,,,,,,,,,,,,,,,,
104,"Nordahl Bruns gate 8, 0165 Oslo",Leilighet,30.0,34.0,1868,Andel,Ja,G - oransje,2,166247434,,98896.0,2511.0,810083.0,7960.0,30.0,3150000.0,1,"St.Hanshaugen v/Pilestredet Park - Arealeffektiv 2-roms fra 2013 m/heis og attraktiv beliggenhet. Bo rolig, men sentralt",753.0,3256856.0,59.91881,10.741802,https://www.finn.no/realestate/homes/ad.html?finnkode=166247434,2,,,,,,,,,,,,,,,
105,"Peter Møllers vei 4C, 0585 Oslo",Leilighet,48.0,55.0,2009,Andel,,D - mørkegrønn,3,166247468,,,3009.0,949941.0,1532.0,45.0,3500000.0,1,Flott og romslig 2-roms med stor balkong. Svært sentralt på Løren. Alt inkl. i felleskost. Heis. Ingen forkjøpsrett!,3810.0,3501532.0,59.932,10.7932,https://www.finn.no/realestate/homes/ad.html?finnkode=166247468,2,,,,,,,,,,,,,,,
106,"Bergkrystallen 33, 1155 Oslo",Leilighet,72.0,72.0,1953,Andel,,G - rød,1,165882804,5649.0,276000.0,3119.0,,8219.0,66.0,3200000.0,2,"3-roms oppussingsobjekt m/stort potensial, sydvendt balkong mot grøntområdet - Nytt bad i 2015 - Kort vei til buss/bane",62448.0,3484219.0,59.8678,10.8206,https://www.finn.no/realestate/homes/ad.html?finnkode=165882804,3,,452 48 711,,,,,,,,,,,,,
107,"Frysjaveien 3, 0883 Oslo",Leilighet,72.0,80.0,1968,Eier (Selveier),,C - oransje,7,165695555,142991.0,314000.0,5245.0,1327354.0,126572.0,72.0,4700000.0,2,Moderne & lys 3 roms hjørneleilighet med flott utsikt | Solrik vestvendt beliggenhet | Fyring & Vv inkl.,21016.0,5140572.0,59.9594,10.7653,https://www.finn.no/realestate/homes/ad.html?finnkode=165695555,3,,,,,,,,,,,,,,,
108,"Dr Dedichens vei 76, 0675 Oslo",Leilighet,47.0,52.0,1972,Andel,Ja,D - rød,2,166246702,,77000.0,2864.0,,15147.0,47.0,2600000.0,1,Stor og lys 2-roms med moderniseringsbehov - Solrik balkong på 10 kvm - Heis - Nært t-bane og Marka!,75000.0,2692147.0,59.925674,10.868384,https://www.finn.no/realestate/homes/ad.html?finnkode=166246702,2,,,,,,,,,,,,,,,
109,"Neuberggata 10B, 0367 Oslo",Leilighet,50.0,57.0,1898,Eier (Selveier),Ja,F - rød,4,166246559,22363.0,69288.0,2430.0,1178069.0,,50.0,3900000.0,1,Klassisk 2-roms selveierleilighet med svært rolig beliggenhet i indre gårdsrom - Rosett og stukkatur - Mulighet for peis,805.0,,59.925846,10.713958,https://www.finn.no/realestate/homes/ad.html?finnkode=166246559,,,,,,3969288.0,,,,,,,,,,
110,"Glimmerveien 38, 1155 Oslo",Leilighet,64.0,70.0,1957,Andel,,F - rød,4,165177343,16926.0,99000.0,2934.0,923433.0,8357.0,64.0,3890000.0,2,Attraktiv toppleilighet 3(4) R med moderne standard | Solrik vestvendt balkong | Forkjøpsrett avklart | Peis & 3 boder,52320.0,3997357.0,59.8703,10.8181,https://www.finn.no/realestate/homes/ad.html?finnkode=165177343,4,,,,,,,,,,,,,,,
111,"Industrigata 47A, 0357 Oslo",Leilighet,62.0,68.0,1940,Eier (Selveier),Ja,F - mørkegrønn,3,157641852,22760.0,,3561.0,1337229.0,144872.0,62.0,5300000.0,2,"Rålekker, lys, og renovert 3-roms i hjertet av Majorstuen - Velkommen!",451.0,5444872.0,59.92683,10.722089,https://www.finn.no/realestate/homes/ad.html?finnkode=157641852,,,,,,,,,,,,,,,,
112,"Marselis' gate 35A, 0551 Oslo",Leilighet,131.0,149.0,1904,Eier (Selveier),,G - oransje,,165900818,,154289.0,6595.0,1858338.0,235872.0,131.0,8600000.0,4,"5-roms selveier med terrasse, peis og flott utsikt mot Akerselva, Kubaparken og St. Hanshaugen",623.0,8990161.0,59.9243,10.7545,https://www.finn.no/realestate/homes/ad.html?finnkode=165900818,5,,,,,,,,,,,,,,,
113,"Maria Dehlis vei 33, 1084 Oslo",Leilighet,63.0,70.0,1976,Andel,Ja,F - rød,7,166245902,,87000.0,4039.0,768571.0,15285.0,63.0,2750000.0,1,Lekker og innflytningsklar 2 roms på 63 kvm med 12 kvm balkong og flott utsikt. Garasjeplass. Varmt vann inkl.! Bør ses!,55130.0,2852285.0,59.9502,10.903059,https://www.finn.no/realestate/homes/ad.html?finnkode=166245902,2,,,,,,,,,,,,,,,
114,"Christoffer Hellums vei 32, 0951 Oslo",Leilighet,29.0,33.0,1963,Andel,Ja,C - rød,3,166245892,,184000.0,2971.0,442467.0,15285.0,29.0,2200000.0,,Arealeffektiv og lekker 1 roms med alkove. Rehabilitert bad. Påkostet kjøkken. Fyring inkl. Nært buss og t-banestasjon.,6708.0,2399285.0,59.949234,10.872151,https://www.finn.no/realestate/homes/ad.html?finnkode=166245892,1,,,,,,,,,,,,,,,
115,"Smalgangen 26, 0188 Oslo",Leilighet,99.0,,1992,Eier (Selveier),,,2,166245899,36134.0,,4532.0,1455236.0,136750.0,95.0,5000000.0,2,"Stor og gjennomgående 3(4)-roms selveier med to balkonger. God takhøyde - 2,93m. Heis og garasjeleie*.",8058.0,5136750.0,59.912804,10.7593155,https://www.finn.no/realestate/homes/ad.html?finnkode=166245899,3,,,,,,,,,,,,,,,
116,"Maridalsveien 64B, 0458 Oslo",Leilighet,47.0,52.0,1932,Andel,Ja,F - lysegrønn,4,166245656,20400.0,95000.0,2791.0,889482.0,7960.0,47.0,3800000.0,1,"Iladalen. Bo sentralt til i en koselig 2-roms leilighet med fin utsikt, originale tregulv, v.vann/fyring inkl.",3455.0,3902960.0,59.930443,10.753692,https://www.finn.no/realestate/homes/ad.html?finnkode=166245656,2,,,,,,,,,,,,,,,
