,FINN-kode,Title,Address,Prisantydning,lat,lng,url,Fellesgjeld,Omkostninger,Totalpris,Felleskost/mnd.,Boligtype,Eieform,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Rom,Tomteareal,Bruttoareal,Fellesformue,Eierskifte-forsikring,Formuesverdi,Mobil,Kommunale avg.,Renovert år,Tomt,Telefon,Festeavgift,Verditakst,Pris med fellesgjeld,Lånetakst,Fax,Felleskost/mnd. etter avdragsfri periode,Sikringsordning,Grunnflate,Utleiedel,Låneverdi,price,area,price_per_m2,predicted_price,priceyness
0,157469688,Tiltalende og urban 3-roms selveierleil. med terrasse og garasje. Sentralt og barnevennlig. NY I  2018!,"Bjarne Haugens gate 10, 1475 Finstadjordet",3700000.0,59.9172,10.9556,https://www.finn.no/realestate/homes/ad.html?finnkode=157469688,5501.0,98310.0,3803811.0,3329.0,Leilighet,Eier (Selveier),2,59.0,63.0,1,2018,B - mørkegrønn,3,711.0,72.0,10958.0,,,,,,,,,,,,,,,,,,3803811.0,63.0,60377.95238095238,4139615.3279572297,-0.0845994086616706
1,157706675,"Pen leilighet med mulighet for 3 soverom. Flott hage, solrik veranda. Ny garasje m/ EL- billader. Lave omk!","Eikelisvingen 4, 1400 Ski",3490000.0,59.7077,10.83603,https://www.finn.no/realestate/homes/ad.html?finnkode=157706675,272000.0,1060.0,3763060.0,3930.0,Leilighet,Andel,2,77.0,77.0,,1956,G - oransje,,13718.0,83.0,13454.0,Ja,849332.0,,,,,,,,,,,,,,,,3763060.0,77.0,48870.90909090909,4531339.452843573,-0.18578512453405516
2,166006845,Moderne og lekker 2-roms fra 2015. Balkong med flott utsikt. Lave felleskostnader. Meget sentral beliggenhet,"Rostockgata 24, 0191 Oslo",4250000.0,59.9075,10.7616,https://www.finn.no/realestate/homes/ad.html?finnkode=166006845,,107506.0,4357506.0,2132.0,Leilighet,Eier (Selveier),1,40.0,40.0,9,2015,B - lysegrønn,2,1965.0,,,,,909 34 214,,,,,,,,,,,,,,,4357506.0,40.0,108937.65,3496068.5513582374,0.22026080923428104
3,165826556,OPPUSSINGSOBJEKT | Spennende og stor 3-roms med stor balkong | 2 soverom | Mye muligheter | Barnevennlig | 1. etasje,"Ålesundgata 3A, 0470 Oslo",4500000.0,59.9389,10.7617,https://www.finn.no/realestate/homes/ad.html?finnkode=165826556,202000.0,8219.0,4710219.0,3824.0,Leilighet,Andel,2,86.0,86.0,1,1951,E - oransje,4,3187.0,,47238.0,,1260992.0,413 57 572,,,,,,,,,,,,,,,4710219.0,86.0,54769.98837209302,4783162.1045562215,-0.01536745217723734
4,163296927,"Stor og fin eneboilig  - Godkjent utleiedel - Fint opparbeidet og stor tomt på 1,3 mål - Garasje - Usjenert beliggenhet","Nedre Prinsdals vei 90A, 1263 Oslo",5600000.0,59.8288,10.8093,https://www.finn.no/realestate/homes/ad.html?finnkode=163296927,,141222.0,5741222.0,,Enebolig,Eier (Selveier),4,154.0,165.0,,1973,E - gul,5,1300.0,182.0,,,1653464.0,413 67 981,15692.0,,,,,,,,,,,,,,5741222.0,165.0,34795.28484848485,6993605.380700586,-0.1973241348423027
5,166215716,Pen 3-roms m/flott utsikt - vestvendt terrasse på ca. 40 m² - biloppstillingspl - lave felleskost. - meget barnevennlig!,"Elgtråkket 50B, 1270 Oslo",3150000.0,59.8331,10.8322,https://www.finn.no/realestate/homes/ad.html?finnkode=166215716,,79972.0,3229972.0,2067.0,Leilighet,Eier (Selveier),2,77.0,77.0,1,1996,E - rød,3,13081.0,83.0,12449.0,,843093.0,466 83 444,,,,,,,,,,,,,,,3229972.0,77.0,41947.68831168831,4531339.452843573,-0.33854411227685155
6,166295875,Perfekt førstegangskjøp! Romslig 2-roms. Ingen dok.avgift/forkjøpsrett! | Sentral beliggenhet. V.vann/fyring inkl,"Trondheimsveien 174, 0570 Oslo",2990000.0,59.9318,10.7782,https://www.finn.no/realestate/homes/ad.html?finnkode=166295875,208028.0,1032.0,3199060.0,3212.0,Leilighet,Andel,1,40.0,40.0,2,1936,F - mørkegrønn,1,1879.0,44.0,,,797947.0,938 06 588,,,,,,,,,,,,,,,3199060.0,40.0,79976.5,3496068.5513582374,-0.088782049460427
7,166322421,Lekker 2-roms leilighet med solrik balkong I Perfekt førstegangskjøp/utleieobjekt I Heis I Lave f.kost I Rolig,"Lørenveien 35, 0585 Oslo",3190000.0,59.931416,10.788969,https://www.finn.no/realestate/homes/ad.html?finnkode=166322421,,88450.0,3278450.0,1834.0,Leilighet,Eier (Selveier),1,37.0,37.0,4,2013,B - mørkegrønn,2,2406.0,41.0,10612.0,,786845.0,,,,,,,,,,,,,,,,3278450.0,37.0,88606.75675675676,3412127.667454021,-0.03996529639162105
8,166247720,"Lys og romslig 2-roms med fantastisk beliggenhet i populært borettslag | V.vann, fyring inkl. | Oppgraderingsbehov","Trondheimsveien 105, 0565 Oslo",3200000.0,59.9246,10.7752,https://www.finn.no/realestate/homes/ad.html?finnkode=166247720,82030.0,8357.0,3290387.0,3805.0,Leilighet,Andel,1,52.0,52.0,3,1941,G - rød,2,9284.0,60.0,16192.0,,951969.0,986 89 090,,,,,,,,,,,,,,,3290387.0,52.0,63276.67307692308,3831832.086975103,-0.152337853470641
9,166321805,GJENNOMGÅENDE 3-R TOPP-/HJØRNELEILIGHET | Vestvendt balkong | Oppusset | Utsikt | Populært nabolag | Barnevennlig,"Maridalsveien 284, 0872 Oslo",4600000.0,59.95149,10.760569,https://www.finn.no/realestate/homes/ad.html?finnkode=166321805,86309.0,15035.0,4701344.0,3255.0,Leilighet,Andel,2,67.0,67.0,3,1950,,,5158.0,73.0,,,1258275.0,,,,,,,,,,,,,,,,4701344.0,67.0,70169.31343283581,4251536.5064961845,0.10056797674474183
10,166320309,Meget stille beliggende mot bakgård - Lys og romslig 2-roms - God planløsning - Fyring og varmtvann inkl. i felleskost.,"Kirkeveien 50, 0368 Oslo",3500000.0,59.927803,10.713293,https://www.finn.no/realestate/homes/ad.html?finnkode=166320309,377041.0,7932.0,3884973.0,4229.0,Leilighet,Andel,1,42.0,47.0,1,1939,G - mørkegrønn,2,1009.0,47.0,38323.0,,693818.0,,,,,,,,,,,,,,,,3884973.0,47.0,82659.0,3691930.6138014086,0.05096651118609863
11,162675944,Strøken 4-roms toppleilighet m/terrasse på 21 m². Mulighet for snarlig innflytting og kjøp av garasjeplass m/el-lader,"Dronning Eufemias gate 53, 0194 Oslo",9890000.0,59.907,10.76,https://www.finn.no/realestate/homes/ad.html?finnkode=162675944,,254256.0,10144256.0,4407.0,Leilighet,Eier (Selveier),3,99.0,101.0,8,2018,B - gul,4,3134.0,,,,,909 34 214,,,,,,,,,,,,,,,10144256.0,101.0,100438.17821782178,5202866.524077304,0.6676979056368779
12,149558546,Lekker 3-roms fra 2012 med stor balkong | Heis | Fyring/vv. inkl. | Mulighet for kjøp av garasjeplass | Familievennlig!,"Gladengveien 15 C, 0661 Oslo",4850000.0,59.91703,10.793015,https://www.finn.no/realestate/homes/ad.html?finnkode=149558546,,131759.0,4981759.0,4151.0,Leilighet,Eier (Selveier),2,77.0,77.0,4,2012,C - mørkegrønn,3,4217.0,85.0,11580.0,Ja,1339581.0,,,,,,,,,,,,,,,,4981759.0,77.0,64698.168831168834,4531339.452843573,0.09476546077980075
13,166317869,Pen gjennomgående 3-roms med flott beliggenhet i grønne omgivelser - Peis - Meget populært og veldrevet borettslag,"Fougstads gate 35, 0173 Oslo",6200000.0,59.92857,10.748055,https://www.finn.no/realestate/homes/ad.html?finnkode=166317869,60000.0,7960.0,6267960.0,3482.0,Leilighet,Andel,2,75.0,76.0,,1929,G - rød,3,7817.0,82.0,14659.0,Ja,1435413.0,,,,,,,,,,,,,,,,6267960.0,76.0,82473.15789473684,4503359.158208834,0.330627344951564
14,163530813,"Lys, lekker og praktisk 3-roms | Solrik og innglasset balkong | Nytt kjøkken | Heis | Fyring og V.vann inkl","Smalgangen 3, 0188 Oslo",3900000.0,59.912376,10.759172,https://www.finn.no/realestate/homes/ad.html?finnkode=163530813,,112644.0,4012644.0,3263.0,Leilighet,Eier (Selveier),2,55.0,58.0,5,1990,E - mørkegrønn,3,10305.0,64.0,25991.0,,938296.0,,,,,,,,,,,,,,,,4012644.0,58.0,69183.5172413793,3999713.854783536,0.0032275534057166766
15,166262210,Romslig og pen 3 roms selveierleilighet -Fjernvarme- Garasjeplass- Kort vet til offentlig kommunikasjon- Lav fellesgjeld,"Lofsrudhøgda 265, 1281 Oslo",3290000.0,59.845,10.8262,https://www.finn.no/realestate/homes/ad.html?finnkode=166262210,52845.0,84972.0,3427817.0,4366.0,Leilighet,Eier (Selveier),2,80.0,85.0,3,1987,D - mørkegrønn,3,16627.0,94.0,13722.0,,901700.0,957 46 063,,2006,,,,,,,,,,,,,3427817.0,85.0,40327.25882352941,4755181.809921483,-0.3273113153781715
16,166211921,"Nydelig 3-roms med nytt lekkert bad, varmtvann og fyring inkludert og et idyllisk gårdsrom, i populært aksjelag!","Hertug Skules gate 2, 0652 Oslo",4100000.0,59.9129,10.7756,https://www.finn.no/realestate/homes/ad.html?finnkode=166211921,319000.0,12075.0,4431075.0,4925.0,Leilighet,Aksje,2,58.0,58.0,,1933,F - mørkegrønn,3,,65.0,49490.0,,999549.0,918 01 140,,,Eiet,22 81 25 23,,,,,,,,,,,4431075.0,58.0,76397.8448275862,3999713.854783536,0.10241939601893613
17,166316717,Rålekker og stilren 4-roms over 2 plan - Oppusset i 2019 - Heis - Stor felles takterrasse - Supersentralt - Må sees!,"NEDRE VASKEGANG 4 B, 0186 Oslo",6490000.0,59.917065,10.761242,https://www.finn.no/realestate/homes/ad.html?finnkode=166316717,,179260.0,6669260.0,4738.0,Leilighet,Eier (Selveier),2,85.0,85.0,5,2015,C - rød,4,403.0,97.0,10293.0,,,,,,,,,,,,,,,,,,6669260.0,85.0,78461.88235294117,4755181.809921483,0.3382739784535804
18,166316712,"Innholdsrik enebolig over 2 plan på solrik tomt - Hage, terrasse og veranda - Garasje - Peis - Barnevennlig i blindvei","Dalsåsen 65, 1285 Oslo",6290000.0,59.8552,10.840408,https://www.finn.no/realestate/homes/ad.html?finnkode=166316712,,172400.0,6462400.0,,Enebolig,Eier (Selveier),,166.0,183.0,,1987,F - rød,,645.0,203.0,,Ja,1615691.0,,14071.0,,,,,,,,,,,,,,6462400.0,183.0,35313.661202185795,7497250.684125885,-0.14853561206016686
19,166311363,"Tidløs og nydelig loftsleilighet med usjenert takterrasse, peis i stue og stor takhøyde.","Bjerregaards gate 1B, 0172 Oslo",4950000.0,59.9232,10.7413,https://www.finn.no/realestate/homes/ad.html?finnkode=166311363,24208.0,125004.0,5099212.0,3176.0,Leilighet,Eier (Selveier),1,65.0,65.0,5,1898,G - rød,2,591.0,72.0,13369.0,,1189383.0,,,,,,,,,,,,,,,,5099212.0,65.0,78449.41538461538,4195575.917226708,0.19505540090663231
20,165688467,"Nyere, lekker 2-roms hjørneleilighet med heis, garasje og solrik balkong på 10 kvm - Flott utsyn - Attraktiv beliggenhet","John Strandruds vei 5, 1366 Lysaker",3650000.0,59.9056,10.6243,https://www.finn.no/realestate/homes/ad.html?finnkode=165688467,,106522.0,3756522.0,2575.0,Leilighet,Eier (Selveier),1,40.0,40.0,5,2015,C - mørkegrønn,2,7619.0,46.0,6780.0,,850004.0,,,,,,,,,,,,,,,,3756522.0,40.0,93913.05,3496068.5513582374,0.07185446321217626
21,160185182,"Innholdsrik og flott familiebolig fra 2014 med integrert garasje og stor terrasse. Fire soverom, to bad og to stuer!","Geminivegen 76, 2165 Hvam",4990000.0,60.1204,11.3382,https://www.finn.no/realestate/homes/ad.html?finnkode=160185182,,127972.0,5117972.0,,Enebolig,Eier (Selveier),4,154.0,157.0,2,2014,B - oransje,,682.0,173.0,,,1048585.0,952 97 578,13939.0,,,,,,,,,,,,,,5117972.0,157.0,32598.547770700636,6769763.023622677,-0.27970781557975855
22,163286286,"MAJORSTUEN - 2-roms oppussingsobjekt - lys og luft - sentralt og stille , heis. Lave felleskostnader - godt utleieobjekt","Arbos gate 2 B, 0368 Oslo",4250000.0,59.928463,10.713458,https://www.finn.no/realestate/homes/ad.html?finnkode=163286286,2206.0,129152.0,4381358.0,1752.0,Leilighet,Eier (Selveier),1,56.0,56.0,7,1982,F - rød,,1535.0,62.0,13363.0,Ja,1262794.0,,,,,,,,,,,,,,,,4381358.0,56.0,78238.53571428571,3943753.265514058,0.10522584666660606
23,165832966,Innflytningsklar og arealeffektiv 2-roms *Perfekt førstegangskjøp! *IN-ordning *Sentrumsnær beliggenhet *Ingen forkjøp,"Enebakkveien 15, 0657 Oslo",2400000.0,59.9074,10.7816,https://www.finn.no/realestate/homes/ad.html?finnkode=165832966,611626.0,1064.0,3012690.0,5194.0,Leilighet,Andel,1,40.0,42.0,1,1892,G - rød,3,1056.0,47.0,,,739678.0,,,,,,,,,,,,,,,,3012690.0,42.0,71730.71428571429,3552029.140627715,-0.16468566173449162
24,166248893,Nyt utsikten mot Vorma fra en attraktiv og delikat 3-roms med gasspeis  - Balkong - Garasjeplass - *Båtplass!,"Torget 13, 2080 Eidsvoll",3300000.0,60.3319,11.2555,https://www.finn.no/realestate/homes/ad.html?finnkode=166248893,,88052.0,3388052.0,2948.0,Leilighet,Eier (Selveier),2,62.0,65.0,3,2009,D - rød,3,9859.0,71.0,,,616472.0,,,,,,,,,,,,,,,,3388052.0,65.0,52123.876923076925,4195575.917226708,-0.21377549212175673
25,166099045,Stor 2-roms med kort vei til toget - Landlige omgivelser - Flott utsikt,"Øvre Nygård 12A, 1482 Nittedal",2400000.0,60.0479,10.8718,https://www.finn.no/realestate/homes/ad.html?finnkode=166099045,64432.0,8389.0,2472821.0,4250.0,Leilighet,Andel,1,57.0,68.0,3,1972,G - rød,2,16883.0,75.0,10377.0,,576798.0,,,,,,,,,,,,,,,,2472821.0,68.0,36365.01470588235,4279516.801130923,-0.5484805020913477
26,166312021,"Flott førstegangskjøp i Lodalen | Lys, luftig 2-roms | Nytt bad 2016 | Integ. hvitevarer | Varmtvann/fyring/fiber inkl","Arnljot Gellines vei 35, 0657 Oslo",2350000.0,59.905464,10.799601,https://www.finn.no/realestate/homes/ad.html?finnkode=166312021,211385.0,20043.0,2581428.0,2446.0,Leilighet,Aksje,1,33.0,33.0,3,1960,E - mørkegrønn,2,13200.0,37.0,25314.0,Ja,641214.0,,,,,,,,,,,,,,,,2581428.0,33.0,78225.09090909091,3300206.488915066,-0.24564230472594062
27,166311879,Lekker og påkostet 2-roms selveierleil. I Stor vestvendt balkong m/mulighet for innglassing I Bilfritt boligområde IHeis,"Seljeveien 35, 0575 Oslo",3500000.0,59.92958,10.788735,https://www.finn.no/realestate/homes/ad.html?finnkode=166311879,,101200.0,3601200.0,2006.0,Leilighet,Eier (Selveier),1,43.0,43.0,4,2013,B - mørkegrønn,,579.0,49.0,13535.0,Ja,957750.0,,,,,,,,,,,,,,,,3601200.0,43.0,83748.83720930232,3580009.4352624537,0.005901687294876723
28,166312022,"Lys, pen 3-roms i 4. etg m/ heis | 6,5m² nordvestvendt balkong  | Overflater oppusset 2019 | Integ. hvitev.| garasjeleie","Ensjøsvingen 2, 0661 Oslo",3400000.0,59.911392,10.791241,https://www.finn.no/realestate/homes/ad.html?finnkode=166312022,168986.0,15535.0,3584521.0,3900.0,Leilighet,Andel,2,57.0,57.0,4,1993,E - rød,3,1332.0,62.0,25626.0,Ja,989801.0,,,,,,,,,,,,,,,,3584521.0,57.0,62886.333333333336,3971733.560148797,-0.10257781156225043
29,156053069,SØYLEGÅRDEN - Attraktiv 2(3)-roms leilighet med separat kjøkken. God planløsning. Rosetter. Vakker bakgård!,"Hans Nielsen Hauges gate 42, 0481 Oslo",3900000.0,59.939304,10.776212,https://www.finn.no/realestate/homes/ad.html?finnkode=156053069,52609.0,8220.0,3960829.0,2509.0,Leilighet,Andel,1,63.0,65.0,1,1926,G - oransje,2,526.0,74.0,25618.0,,,,,,,,180000.0,,,,,,,,,,3960829.0,65.0,60935.83076923077,4195575.917226708,-0.057577270290403604
30,166311441,Pen 2-roms med tilbaketrukken beliggenhet. 12 kvm vestvendt balkong mot elven. Lite innsyn. Garasjeplass. Store deler av,"Solligrenda 86, 0491 Oslo",3900000.0,59.9625,10.7732,https://www.finn.no/realestate/homes/ad.html?finnkode=166311441,,98722.0,3998722.0,,Leilighet,Eier (Selveier),1,54.0,54.0,-1,1985,E - rød,2,6462.0,61.0,9269.0,,1092501.0,,,,,,,,,,,,,,,,3998722.0,54.0,74050.4074074074,3887792.67624458,0.028133248903641217
31,159737804,Innholdsrik 3 roms selveier med hybelleilighet - Sydvendt terrasse - Garasjeplass og felles takterrasse.,"St. Halvards gate 22, 0192 Oslo",6500000.0,59.90667,10.773221,https://www.finn.no/realestate/homes/ad.html?finnkode=159737804,,173650.0,6673650.0,3572.0,Leilighet,Eier (Selveier),3,80.0,83.0,1,2012,G - rød,4,46660.0,93.0,,,1461259.0,,,,,,,,,,,,,,,,6673650.0,83.0,80405.421686747,4699221.220652006,0.3507701393875706
32,165955801,"Moderne 2-roms i populære Koksabukta, nær sjø, park og strandliv - Stor, overbygget veranda - Heis - Lave felleskost.","Eva Nansens vei 19, 1364 Fornebu",4600000.0,59.8927,10.6167,https://www.finn.no/realestate/homes/ad.html?finnkode=165955801,,116222.0,4716222.0,1493.0,Leilighet,Eier (Selveier),1,54.0,54.0,2,2013,,2,14313.0,,,,,994 20 059,,,,,,,,,,,,,,,4716222.0,54.0,87337.44444444444,3887792.67624458,0.1931664941932869
33,157790845,FINSTAD HAGEBY - Nyere 2-roms med balkong og god planløsning | Egen parkeringsplass | Heis | Nærhet til sentrum.,"Finstad hageby 8, 1400 Ski",2990000.0,59.711243,10.821138,https://www.finn.no/realestate/homes/ad.html?finnkode=157790845,6304.0,86050.0,3082354.0,3137.0,Leilighet,Eier (Selveier),1,50.0,50.0,3,2010,D - mørkegrønn,,4621.0,55.0,4190.0,Ja,774803.0,,,,,,,,,,,,,,,,3082354.0,50.0,61647.08,3775871.4977056254,-0.2029376255940445
34,166239400,Renoveringsobjekt beliggende på stor og flat tomt.,"Eidsvollvegen 749, 2170 Fenstad",1250000.0,60.2216,11.3917,https://www.finn.no/realestate/homes/ad.html?finnkode=166239400,,32472.0,1282472.0,,Enebolig,Eier (Selveier),3,88.0,88.0,2,1951,G - rød,5,1848.0,95.0,,,515375.0,416 20 904,6745.0,,,,,,,,,,,,,,1282472.0,88.0,14573.545454545454,4839122.693825699,-1.3279439772266262
35,166306485,Lys og pen 3-roms leilighet sentralt på Kalbakken! - Bad pusset opp i regi av brl - Fyring inkl - Meget barnevennlig,"Christoffer Hellums vei 6, 0951 Oslo",3050000.0,59.949894,10.86879,https://www.finn.no/realestate/homes/ad.html?finnkode=166306485,154000.0,15147.0,3219147.0,3611.0,Leilighet,Andel,2,61.0,70.0,3,1955,E - lysegrønn,3,39658.0,75.0,,Ja,777907.0,,,,,,,,,,,,,,,,3219147.0,70.0,45987.81428571429,4335477.390400401,-0.29771531119906314
36,161108971,Front- og toppleilighet med balkong og panoramautsikt fra 11.etg. Heis. V.vann/fyring inkl. Parkeringsleie*. Oppussing.,"Blindernveien 4, 0361 Oslo",6500000.0,59.935337,10.725382,https://www.finn.no/realestate/homes/ad.html?finnkode=161108971,156000.0,183300.0,6839300.0,4505.0,Leilighet,Eier (Selveier),3,79.0,80.0,11,1958,E - mørkegrønn,4,7293.0,,4380.0,Ja,1477278.0,,,,,,73098.0,,,,,,,,,,6839300.0,80.0,85491.25,4615280.33674779,0.3933127764154829
37,166306159,"Delikat og klassisk 2-roms leilighet med svært god standard, peis og luftig takhøyde. Nydelig parkmessig bakgård.","Gustav Jensens gate 7, 0461 Oslo",3590000.0,59.935123,10.753075,https://www.finn.no/realestate/homes/ad.html?finnkode=166306159,51337.0,9460.0,3650797.0,2632.0,Leilighet,Andel,1,41.0,41.0,,1920,G - oransje,,561.0,46.0,53745.0,Ja,830072.0,,,,,,122008.0,,,,,,,,,,3650797.0,41.0,89043.82926829268,3524048.845992976,0.035334930993206726
38,166306187,Ås/Dysterlia - Lys & pen studioleilighet i attraktivt boligområde | God planløsning | Gangavstand til sentrum & NMBU,"Liaveien 15H, 1435 Ås",1700000.0,59.663982,10.804762,https://www.finn.no/realestate/homes/ad.html?finnkode=166306187,,58150.0,1758150.0,1162.0,Leilighet,Eier (Selveier),,20.0,20.0,2,2010,C - mørkegrønn,,8457.0,22.0,3805.0,Ja,393102.0,,,,,,,,,,,,,,,,1758150.0,20.0,87907.5,2936462.6586634615,-0.5129435597711254
39,166100939,Pen og attraktiv 2-roms | 20 kvm markterrasse | Populær beliggenhet | V.v. og fyring inkludert,"Pilestredet Park 22, 0176 Oslo",4250000.0,59.919,10.7387,https://www.finn.no/realestate/homes/ad.html?finnkode=166100939,,117366.0,4367366.0,2716.0,Leilighet,Eier (Selveier),1,46.0,46.0,1,2003,D - mørkegrønn,2,532.0,51.0,18472.0,,1098384.0,,,,,,,,,,,,,,,,4367366.0,46.0,94942.73913043478,3663950.31916667,0.17561819384712685
40,165934037,Lys og arealeffektiv to-roms i 2. etasje med lett tilgjengelig beliggenhet | Generøs himlingshøyde | Vendt mot bakgård,"Hegermanns gate 9B, 0478 Oslo",3200000.0,59.9348,10.7654,https://www.finn.no/realestate/homes/ad.html?finnkode=165934037,128823.0,8852.0,3337675.0,2234.0,Leilighet,Andel,1,35.0,35.0,2,1922,F - oransje,2,303.0,40.0,162108.0,,738055.0,,,,,,64331.0,,,,,,,,,,3337675.0,35.0,95362.14285714286,3356167.078184543,-0.005525115474993569
41,155135130,Stor 3-roms selveierleilighet fra 2016 - Sentralt på Råholt - Garasjeplass - Heis - 11 kvm sydvendt balkong,"Grindatunet 3, 2070 Råholt",3100000.0,60.2827,11.1645,https://www.finn.no/realestate/homes/ad.html?finnkode=155135130,,78722.0,3178722.0,3421.0,Leilighet,Eier (Selveier),2,86.0,89.0,2,2016,B - mørkegrønn,3,4095.0,96.0,27593.0,,792889.0,464 22 141,9130.0,,,,,,,,,,,,,,3178722.0,89.0,35715.97752808989,4867102.988460438,-0.42601966196900953
42,166303202,"Innbydende, nyoppusset 3-roms med lekkert kjøkken og bad fra 2019, solrik balkong og pipeløp | Sentrumsnær beliggenhet","Ensjøsvingen 6 B, 0661 Oslo",3990000.0,59.9114,10.7898,https://www.finn.no/realestate/homes/ad.html?finnkode=166303202,340000.0,8219.0,4338219.0,4351.0,Leilighet,Andel,2,65.0,65.0,4,1952,D - rød,3,,72.0,5792.0,,1228146.0,918 01 140,,,,22 81 25 23,,,,,,,,,,,4338219.0,65.0,66741.83076923077,4195575.917226708,0.03343327814259922
43,158883906,"Pen og moderne leilighet fra 2016 m/skattefri utleiedel (kr. 11.000,-) - Garasjeplass med elbil-lader - 17 kvm balkong","Sandakerveien 70A, 0484 Oslo",7500000.0,59.9425,10.769,https://www.finn.no/realestate/homes/ad.html?finnkode=158883906,4129.0,194222.0,7698351.0,4186.0,Leilighet,Eier (Selveier),3,86.0,86.0,4,2016,,4,3363.0,95.0,15096.0,,1625238.0,464 22 141,,,,,,,,,,,,,,,7698351.0,86.0,89515.70930232559,4783162.1045562215,0.47590429414093727
44,165890094,Idyll på Kampen - Sjarmerende og romslig 2-roms m/ balkong! Sentral og skjermet beliggenhet med kort vei til sentrum!,"Brinken 16A, 0654 Oslo",3600000.0,59.9101,10.7789,https://www.finn.no/realestate/homes/ad.html?finnkode=165890094,134000.0,12075.0,3746075.0,3354.0,Leilighet,Aksje,1,51.0,53.0,3,1939,F - mørkegrønn,2,1778.0,58.0,38296.0,,911586.0,936 12 232,,,,,,,,,,,,,,,3746075.0,53.0,70680.6603773585,3859812.3816098417,-0.029909951317295125
45,166304965,"Attraktiv og arealeffektiv 3-roms med flott standard, utsikt og god planløsning. Varmtvann og fyring inkl. Parkering*","Trondheimsveien 143, 0570 Oslo",3590000.0,59.93009,10.778567,https://www.finn.no/realestate/homes/ad.html?finnkode=166304965,272348.0,113450.0,3975798.0,3810.0,Leilighet,Eier (Selveier),2,51.0,51.0,4,1935,G - rød,,2038.0,56.0,55782.0,Ja,555190.0,,,,,,,,,,,,,,,,3975798.0,51.0,77956.82352941176,3803851.7923403643,0.04421129975471061
46,164114872,"Pen, lys og gjennomgående to-roms med solrik balkong | Meget sentralt og tilgjengelig | Bad 2015 | Lave felleskostnader","Birch-Reichenwalds gate 20, 0483 Oslo",3750000.0,59.9428,10.7758,https://www.finn.no/realestate/homes/ad.html?finnkode=164114872,91000.0,8389.0,3849389.0,2470.0,Leilighet,Andel,1,54.0,54.0,1,1948,E - rød,2,18285.0,60.0,45056.0,,1018440.0,,,,,,,,,,,,,,,,3849389.0,54.0,71284.98148148147,3887792.67624458,-0.009927126758642046
47,161430767,"Tiltalende og gjennomgående 2(3)-roms aksjeleil. med god standard, renovert i 2014. To stuer, parkering*, fyring inkl.","Sofies gate 66 A, 0168 Oslo",4590000.0,59.92834,10.734309,https://www.finn.no/realestate/homes/ad.html?finnkode=161430767,228705.0,18975.0,4837680.0,4025.0,Leilighet,Aksje,1,55.0,55.0,4,1933,F - mørkegrønn,,1309.0,60.0,74890.0,Ja,1134419.0,,,,,,,,,,,,,,,,4837680.0,55.0,87957.81818181818,3915772.970879319,0.2114225187282308
48,166303583,Rålekker og påkostet 2-roms selveier med 9 kvm balkong - Heis - Bad og kjøkken fra 2017 - 62 kvm BRA - *Garasjeleie,"Johannes Bruns gate 12C, 0452 Oslo",5200000.0,59.92893,10.733786,https://www.finn.no/realestate/homes/ad.html?finnkode=166303583,18000.0,141600.0,5359600.0,3337.0,Leilighet,Eier (Selveier),1,59.0,62.0,2,2002,,2,897.0,68.0,9549.0,,1304698.0,,,,,,,,,,,,,,,,5359600.0,62.0,86445.16129032258,4111635.0333224908,0.2650685777062627
49,160963808,Stor ny enebolig med dobbelgarasje - kort gange til sentrum - mulighet for hybel - 10 min gange til Høn stasjon!,"Undelstadtunet 25 B, 1387 Asker",10950000.0,59.839233,10.457933,https://www.finn.no/realestate/homes/ad.html?finnkode=160963808,,77650.0,11027650.0,,Enebolig,Eier (Selveier),5,201.0,208.0,,2019,,,805.0,228.0,,,,,,,,,,,,,,,,,,,11027650.0,208.0,53017.54807692308,8196758.049994355,0.2966670389240402
50,166303460,Lys og lekker 2-roms hjørneleilighet med separat kjøkken og balkong - Særdeles hyggelig bakgård - Fyring/VV,"Industrigata 31A, 0357 Oslo",4200000.0,59.925655,10.719966,https://www.finn.no/realestate/homes/ad.html?finnkode=166303460,157000.0,19248.0,4376248.0,3745.0,Leilighet,Aksje,1,43.0,43.0,2,1938,G - mørkegrønn,2,1540.0,50.0,33863.0,,1037873.0,,,,,,,,,,,,,,,,4376248.0,43.0,101773.20930232559,3580009.4352624537,0.2008263003170434
51,166302712,INNHOLDSRIK ENEBOLIG MED DOBBEGARASJE OG STOR GÅRDSPLASS |  TILBAKETRUKKET PÅ EN KOLLE | SENTRALT |  STORT POTENSIAL |,"Vollsveien 131A, 1358 Jar",11200000.0,59.937893,10.623963,https://www.finn.no/realestate/homes/ad.html?finnkode=166302712,,290850.0,11490850.0,,Enebolig,Eier (Selveier),3,233.0,239.0,,1979,F - oransje,6,835.0,262.0,,Ja,2616216.0,,10639.0,,,,,,,,,,,,,,11490850.0,239.0,48078.870292887026,9064147.183671258,0.23722430463311994
